,id_venta,cliente_id,producto,cantidad,precio_unitario,region,fecha,metodo_pago,descuento,total,nombre,edad,tipo_cliente,categoria_venta
1478,1479,1080,Laptop,8,269.4,Sur,2024-07-14 00:28:17.179407,Efectivo,0.29,1530.1919999999998,Cliente_80,53,Regular,Alta
1479,1480,1054,USB,9,1594.18,Centro,2025-04-09 00:28:17.179411,Tarjeta,0.15,12195.477,Cliente_54,43,Premium,Alta
1480,1481,1086,Tablet,4,795.6,Centro,2025-02-07 00:28:17.179415,Efectivo,0.2,2545.92,Cliente_86,31,Premium,Alta
1481,1482,1092,Teclado,9,989.51,Sur,2025-02-06 00:28:17.179420,Tarjeta,0.25,6679.1925,Cliente_92,35,Regular,Alta
1482,1483,1148,Laptop,4,1762.49,Oeste,2025-06-14 00:28:17.179424,Transferencia,0.14,6062.9656,Cliente_148,31,Regular,Alta
1483,1484,1161,Teclado,9,831.69,Oeste,2024-12-05 00:28:17.179427,Efectivo,0.14,6437.280600000001,Cliente_161,69,Regular,Alta
1484,1485,1168,Tablet,7,1079.61,Norte,2024-08-10 00:28:17.179431,Tarjeta,0.1,6801.543,Cliente_168,62,Regular,Alta
1485,1486,1160,USB,2,108.11,Norte,2024-07-13 00:28:17.179435,Efectivo,0.23,166.4894,Cliente_160,66,Regular,Baja
1486,1487,1097,Mouse,9,14.67,Este,2024-11-17 00:28:17.179439,Efectivo,0.21,104.3037,Cliente_97,62,Premium,Baja
1487,1488,1002,USB,4,497.15,Norte,2025-04-25 00:28:17.179443,Transferencia,0.14,1710.196,Cliente_2,69,Regular,Alta
1488,1489,1033,Teclado,8,1364.36,Oeste,2025-01-28 00:28:17.179447,Transferencia,0.13,9495.9456,Cliente_33,59,Regular,Alta
1489,1490,1158,USB,7,251.32,Este,2025-03-09 00:28:17.179451,Transferencia,0.02,1724.0552,Cliente_158,49,Regular,Alta
1490,1491,1161,USB,7,236.39,Norte,2025-05-17 00:28:17.179455,Transferencia,0.0,1654.73,Cliente_161,69,Regular,Alta
1491,1492,1077,Mouse,8,827.81,Sur,2025-02-10 00:28:17.179459,Efectivo,0.16,5562.883199999999,Cliente_77,61,Regular,Alta
1492,1493,1116,Tablet,1,1299.2,Centro,2024-11-15 00:28:17.179463,Efectivo,0.13,1130.304,Cliente_116,52,Regular,Alta
1493,1494,1154,Tablet,5,1427.02,Norte,2024-08-25 00:28:17.179467,Tarjeta,0.24,5422.676,Cliente_154,43,Premium,Alta
1494,1495,1150,Monitor,2,365.12,Norte,2025-02-11 00:28:17.179471,Tarjeta,0.16,613.4016,Cliente_150,44,Premium,Media
1495,1496,1103,USB,2,168.38,Sur,2024-07-25 00:28:17.179474,Tarjeta,0.28,242.4672,Cliente_103,42,Regular,Baja
1496,1497,1194,Tablet,1,1881.39,Oeste,2025-05-02 00:28:17.179479,Transferencia,0.06,1768.5066,Cliente_194,18,Premium,Alta
1497,1498,1166,Tablet,5,528.73,Sur,2025-04-23 00:28:17.179482,Efectivo,0.3,1850.555,Cliente_166,40,Regular,Alta
1498,1499,1103,Teléfono,2,1708.16,Norte,2025-06-01 00:28:17.179486,Efectivo,0.09,3108.8512,Cliente_103,42,Regular,Alta
1499,1500,1090,Laptop,4,1728.35,Oeste,2025-05-11 00:28:17.179490,Tarjeta,0.19,5599.854,Cliente_90,33,Regular,Alta
1500,1501,1174,Monitor,3,1547.32,Este,2024-08-20 00:28:17.179494,Tarjeta,0.15,3945.666,Cliente_174,49,Regular,Alta
1501,1502,1122,Impresora,3,345.98,Norte,2025-05-09 00:28:17.179498,Efectivo,0.11,923.7666,Cliente_122,45,Premium,Media
1502,1503,1143,Monitor,2,1645.38,Sur,2025-01-28 00:28:17.179502,Transferencia,0.04,3159.1296,Cliente_143,31,Regular,Alta
1503,1504,1106,Monitor,6,1540.81,Este,2024-11-20 00:28:17.179506,Tarjeta,0.04,8875.0656,Cliente_106,41,Regular,Alta
1504,1505,1119,Impresora,2,1197.48,Centro,2024-07-19 00:28:17.179509,Tarjeta,0.21,1892.0184,Cliente_119,59,Regular,Alta
1505,1506,1172,Teléfono,8,681.03,Este,2025-05-08 00:28:17.179513,Efectivo,0.11,4848.9336,Cliente_172,53,Regular,Alta
1506,1507,1049,USB,8,532.39,Sur,2024-07-12 00:28:17.179517,Efectivo,0.29,3023.9752,Cliente_49,21,Regular,Alta
1507,1508,1104,Mouse,5,252.56,Este,2024-08-20 00:28:17.179521,Tarjeta,0.1,1136.52,Cliente_104,24,Regular,Alta
1508,1509,1061,Tablet,7,1024.42,Sur,2025-05-31 00:28:17.179525,Tarjeta,0.3,5019.658,Cliente_61,25,Premium,Alta
1509,1510,1195,Laptop,4,1174.67,Norte,2025-01-30 00:28:17.179529,Transferencia,0.06,4416.7592,Cliente_195,44,Regular,Alta
1510,1511,1123,Teclado,1,725.08,Oeste,2025-03-27 00:28:17.179533,Transferencia,0.03,703.3276000000001,Cliente_123,24,Regular,Media
1511,1512,1134,USB,2,955.96,Centro,2025-01-01 00:28:17.179537,Transferencia,0.09,1739.8472000000002,Cliente_134,61,Regular,Alta
1512,1513,1009,Impresora,4,733.39,Oeste,2025-04-21 00:28:17.179541,Transferencia,0.27,2141.4988,Cliente_9,36,Regular,Alta
1513,1514,1006,Mouse,1,1285.6,Oeste,2025-02-25 00:28:17.179545,Tarjeta,0.16,1079.904,Cliente_6,25,Premium,Alta
1514,1515,1073,USB,8,1803.51,Oeste,2024-11-13 00:28:17.179548,Tarjeta,0.04,13850.9568,Cliente_73,21,Regular,Alta
1515,1516,1103,Impresora,9,336.2,Sur,2025-01-19 00:28:17.179552,Tarjeta,0.06,2844.2519999999995,Cliente_103,42,Regular,Alta
1516,1517,1160,Tablet,4,769.0,Sur,2024-12-28 00:28:17.179556,Transferencia,0.09,2799.1600000000003,Cliente_160,66,Regular,Alta
1517,1518,1041,Teléfono,3,290.33,Centro,2024-08-08 00:28:17.179560,Tarjeta,0.18,714.2118,Cliente_41,20,Regular,Media
1518,1519,1114,USB,2,1253.64,Sur,2024-07-17 00:28:17.179569,Efectivo,0.1,2256.552,Cliente_114,25,Premium,Alta
1519,1520,1008,Impresora,5,1460.45,Sur,2025-04-29 00:28:17.179574,Transferencia,0.22,5695.755,Cliente_8,56,Premium,Alta
1520,1521,1072,Tablet,3,1864.51,Sur,2025-04-26 00:28:17.179578,Efectivo,0.18,4586.6946,Cliente_72,59,Regular,Alta
1521,1522,1178,Tablet,7,564.96,Sur,2024-11-16 00:28:17.179582,Transferencia,0.26,2926.4928,Cliente_178,45,Regular,Alta
1522,1523,1092,Teléfono,6,1900.92,Norte,2024-12-21 00:28:17.179586,Tarjeta,0.15,9694.692,Cliente_92,35,Regular,Alta
1523,1524,1062,Monitor,1,135.89,Centro,2025-05-08 00:28:17.179590,Transferencia,0.1,122.301,Cliente_62,64,Regular,Baja
1524,1525,1084,USB,8,1210.0,Sur,2025-03-14 00:28:17.179593,Efectivo,0.3,6776.0,Cliente_84,32,Regular,Alta
1525,1526,1062,USB,2,123.69,Centro,2025-05-11 00:28:17.179597,Transferencia,0.11,220.1682,Cliente_62,64,Regular,Baja
1526,1527,1111,Monitor,5,1788.61,Este,2025-06-09 00:28:17.179601,Efectivo,0.13,7780.4535,Cliente_111,28,Premium,Alta
1527,1528,1127,Laptop,9,1064.32,Norte,2024-10-31 00:28:17.179605,Tarjeta,0.24,7279.948799999999,Cliente_127,51,Regular,Alta
1528,1529,1007,Laptop,8,1342.0,Sur,2024-06-28 00:28:17.179609,Efectivo,0.03,10413.92,Cliente_7,38,Premium,Alta
1529,1530,1084,Monitor,2,1664.83,Norte,2025-05-04 00:28:17.179613,Tarjeta,0.12,2930.1008,Cliente_84,32,Regular,Alta
1530,1531,1132,Mouse,9,309.12,Norte,2024-08-19 00:28:17.179617,Efectivo,0.03,2698.6176,Cliente_132,54,Premium,Alta
1531,1532,1134,Teclado,5,86.8,Este,2025-05-21 00:28:17.179621,Tarjeta,0.04,416.64,Cliente_134,61,Regular,Alta
1532,1533,1058,Tablet,6,1758.97,Centro,2025-02-20 00:28:17.179625,Efectivo,0.0,10553.82,Cliente_58,64,Premium,Alta
1533,1534,1022,Teclado,3,636.72,Norte,2025-04-08 00:28:17.179628,Tarjeta,0.0,1910.16,Cliente_22,47,Regular,Alta
1534,1535,1154,Tablet,3,266.67,Oeste,2025-02-21 00:28:17.179632,Tarjeta,0.11,712.0089,Cliente_154,43,Premium,Media
1535,1536,1127,Monitor,8,942.24,Este,2024-12-01 00:28:17.179636,Tarjeta,0.24,5728.8192,Cliente_127,51,Regular,Alta
1536,1537,1003,Laptop,2,1200.63,Oeste,2024-11-08 00:28:17.179640,Efectivo,0.18,1969.0332000000003,Cliente_3,46,Regular,Alta
1537,1538,1127,Mouse,2,71.63,Este,2025-04-15 00:28:17.179644,Efectivo,0.19,116.0406,Cliente_127,51,Regular,Baja
1538,1539,1041,Laptop,5,557.04,Oeste,2024-11-06 00:28:17.179648,Tarjeta,0.16,2339.568,Cliente_41,20,Regular,Alta
1539,1540,1188,Teclado,6,75.27,Oeste,2025-06-03 00:28:17.179652,Transferencia,0.25,338.71500000000003,Cliente_188,47,Regular,Alta
1540,1541,1106,Laptop,2,846.47,Norte,2025-03-08 00:28:17.179655,Tarjeta,0.26,1252.7756,Cliente_106,41,Regular,Alta
1541,1542,1014,Monitor,5,1791.25,Norte,2024-06-25 00:28:17.179659,Transferencia,0.25,6717.1875,Cliente_14,53,Regular,Alta
1542,1543,1012,Mouse,7,1965.48,Este,2024-10-26 00:28:17.179663,Tarjeta,0.24,10456.3536,Cliente_12,28,Premium,Alta
1543,1544,1087,Teclado,8,1277.72,Centro,2024-10-16 00:28:17.179667,Efectivo,0.05,9710.672,Cliente_87,40,Premium,Alta
1544,1545,1012,Mouse,7,331.66,Norte,2025-02-09 00:28:17.179671,Transferencia,0.18,1903.7284000000004,Cliente_12,28,Premium,Alta
1545,1546,1141,USB,8,1812.64,Norte,2025-03-26 00:28:17.179675,Efectivo,0.17,12035.9296,Cliente_141,54,Regular,Alta
1546,1547,1025,Tablet,9,1037.33,Sur,2025-04-06 00:28:17.179679,Transferencia,0.16,7842.214799999999,Cliente_25,38,Regular,Alta
1547,1548,1045,Laptop,5,315.96,Norte,2024-12-29 00:28:17.179682,Transferencia,0.14,1358.628,Cliente_45,38,Regular,Alta
1548,1549,1122,Mouse,5,1844.24,Centro,2024-08-30 00:28:17.179686,Transferencia,0.03,8944.564,Cliente_122,45,Premium,Alta
1549,1550,1147,Teléfono,4,1517.36,Sur,2024-08-20 00:28:17.179690,Transferencia,0.03,5887.3568,Cliente_147,43,Premium,Alta
1550,1551,1055,USB,9,1466.09,Oeste,2025-03-14 00:28:17.179694,Efectivo,0.27,9632.2113,Cliente_55,19,Regular,Alta
1551,1552,1100,Laptop,5,1421.27,Oeste,2024-06-28 00:28:17.179698,Transferencia,0.19,5756.143500000001,Cliente_100,32,Regular,Alta
1552,1553,1173,Tablet,2,408.68,Sur,2024-07-24 00:28:17.179702,Tarjeta,0.08,751.9712000000001,Cliente_173,30,Premium,Media
1553,1554,1136,Mouse,8,429.9,Sur,2025-03-04 00:28:17.179706,Tarjeta,0.08,3164.064,Cliente_136,39,Premium,Alta
1554,1555,1119,Teclado,7,1379.7,Sur,2024-12-25 00:28:17.179710,Transferencia,0.18,7919.478,Cliente_119,59,Regular,Alta
1555,1556,1053,Tablet,8,447.25,Este,2025-03-12 00:28:17.179714,Efectivo,0.12,3148.64,Cliente_53,26,Regular,Alta
1556,1557,1183,Teléfono,3,882.96,Centro,2025-06-08 00:28:17.179718,Efectivo,0.13,2304.5256,Cliente_183,45,Regular,Alta
1557,1558,1032,Mouse,4,1566.18,Centro,2025-03-20 00:28:17.179722,Transferencia,0.02,6139.4256000000005,Cliente_32,44,Regular,Alta
1558,1559,1051,Impresora,5,1570.07,Oeste,2024-09-04 00:28:17.179726,Efectivo,0.04,7536.335999999999,Cliente_51,31,Regular,Alta
1559,1560,1044,Impresora,6,911.99,Oeste,2025-01-29 00:28:17.179729,Efectivo,0.12,4815.3072,Cliente_44,24,Regular,Alta
1560,1561,1082,Monitor,1,1586.46,Oeste,2024-08-26 00:28:17.179733,Efectivo,0.21,1253.3034,Cliente_82,48,Regular,Alta
1561,1562,1198,Laptop,4,1678.86,Norte,2025-06-22 00:28:17.179737,Transferencia,0.01,6648.285599999999,Cliente_198,58,Regular,Alta
1562,1563,1146,Teclado,5,1313.0,Oeste,2025-02-25 00:28:17.179741,Tarjeta,0.1,5908.5,Cliente_146,22,Premium,Alta
1563,1564,1150,Monitor,7,464.57,Sur,2024-07-16 00:28:17.179745,Tarjeta,0.21,2569.0721,Cliente_150,44,Premium,Alta
1564,1565,1037,Mouse,5,555.28,Oeste,2025-03-22 00:28:17.179749,Tarjeta,0.24,2110.064,Cliente_37,64,Regular,Alta
1565,1566,1096,Impresora,1,636.53,Sur,2024-12-15 00:28:17.179753,Tarjeta,0.06,598.3381999999999,Cliente_96,42,Regular,Media
1566,1567,1056,Impresora,7,242.44,Este,2025-06-21 00:28:17.179757,Tarjeta,0.22,1323.7224,Cliente_56,37,Regular,Alta
1567,1568,1105,Impresora,8,553.59,Norte,2025-03-05 00:28:17.179761,Efectivo,0.29,3144.3912,Cliente_105,26,Regular,Alta
1568,1569,1059,Mouse,7,426.94,Norte,2024-12-29 00:28:17.179765,Efectivo,0.27,2181.6634,Cliente_59,24,Regular,Alta
1569,1570,1131,Impresora,4,916.1,Centro,2024-10-10 00:28:17.179769,Efectivo,0.24,2784.944,Cliente_131,41,Premium,Alta
1570,1571,1156,Tablet,8,1817.79,Este,2024-06-28 00:28:17.179773,Transferencia,0.21,11488.4328,Cliente_156,30,Regular,Alta
1571,1572,1035,USB,5,217.92,Sur,2025-06-02 00:28:17.179777,Efectivo,0.07,1013.328,Cliente_35,33,Regular,Alta
1572,1573,1189,Mouse,9,1443.33,Este,2024-11-16 00:28:17.179780,Tarjeta,0.19,10521.8757,Cliente_189,28,Premium,Alta
1573,1574,1093,Teclado,5,1377.69,Norte,2025-01-02 00:28:17.179784,Efectivo,0.19,5579.644500000001,Cliente_93,64,Regular,Alta
1574,1575,1182,USB,1,200.55,Sur,2024-11-12 00:28:17.179788,Tarjeta,0.12,176.484,Cliente_182,23,Regular,Baja
1575,1576,1191,Monitor,9,1845.92,Este,2025-04-20 00:28:17.179792,Efectivo,0.15,14121.288,Cliente_191,42,Regular,Alta
1576,1577,1097,Teclado,5,1141.26,Norte,2024-09-20 00:28:17.179796,Tarjeta,0.21,4507.977000000001,Cliente_97,62,Premium,Alta
1577,1578,1135,USB,6,733.81,Sur,2024-10-18 00:28:17.179800,Efectivo,0.29,3126.0306,Cliente_135,57,Premium,Alta
1578,1579,1076,Teléfono,4,1515.51,Sur,2024-10-07 00:28:17.179804,Tarjeta,0.09,5516.4564,Cliente_76,43,Regular,Alta
1579,1580,1049,Impresora,6,522.16,Norte,2025-02-13 00:28:17.179808,Tarjeta,0.07,2913.6528,Cliente_49,21,Regular,Alta
1580,1581,1094,Teléfono,8,1390.08,Sur,2025-03-03 00:28:17.179812,Transferencia,0.18,9118.9248,Cliente_94,41,Regular,Alta
1581,1582,1159,Laptop,3,89.03,Norte,2024-09-11 00:28:17.179815,Efectivo,0.04,256.4064,Cliente_159,56,Premium,Baja
1582,1583,1186,Laptop,5,1680.42,Oeste,2024-09-10 00:28:17.179819,Tarjeta,0.17,6973.743,Cliente_186,61,Premium,Alta
1583,1584,1189,USB,2,901.86,Oeste,2024-11-25 00:28:17.179823,Efectivo,0.03,1749.6084,Cliente_189,28,Premium,Alta
1584,1585,1024,Teléfono,2,1277.02,Sur,2025-06-04 00:28:17.179827,Tarjeta,0.15,2170.934,Cliente_24,19,Regular,Alta
1585,1586,1148,Mouse,7,450.26,Sur,2024-11-21 00:28:17.179831,Transferencia,0.19,2552.9742,Cliente_148,31,Regular,Alta
1586,1587,1037,Teclado,6,1357.38,Norte,2024-08-18 00:28:17.179845,Transferencia,0.02,7981.3944,Cliente_37,64,Regular,Alta
1587,1588,1004,Teléfono,4,1546.76,Sur,2024-10-16 00:28:17.179850,Transferencia,0.06,5815.817599999999,Cliente_4,32,Regular,Alta
1588,1589,1108,Laptop,5,951.69,Centro,2024-09-26 00:28:17.179854,Transferencia,0.1,4282.6050000000005,Cliente_108,61,Regular,Alta
1589,1590,1126,Teléfono,1,1239.28,Oeste,2024-12-26 00:28:17.179858,Tarjeta,0.11,1102.9592,Cliente_126,29,Regular,Alta
1590,1591,1020,Mouse,7,918.09,Sur,2024-12-12 00:28:17.179862,Efectivo,0.2,5141.304,Cliente_20,41,Regular,Alta
1591,1592,1188,Teléfono,8,1789.24,Sur,2024-08-15 00:28:17.179866,Transferencia,0.16,12023.6928,Cliente_188,47,Regular,Alta
1592,1593,1152,Teclado,9,1000.76,Este,2025-04-06 00:28:17.179870,Transferencia,0.11,8016.0876,Cliente_152,32,Premium,Alta
1593,1594,1050,Monitor,8,1685.2,Sur,2024-12-26 00:28:17.179874,Transferencia,0.14,11594.176,Cliente_50,42,Regular,Alta
1594,1595,1177,Mouse,5,1604.69,Centro,2025-01-12 00:28:17.179878,Efectivo,0.0,8023.450000000001,Cliente_177,39,Premium,Alta
1595,1596,1179,Laptop,3,826.9,Oeste,2024-12-04 00:28:17.179882,Tarjeta,0.23,1910.139,Cliente_179,19,Regular,Alta
1596,1597,1096,Teclado,9,467.87,Este,2025-06-10 00:28:17.179885,Tarjeta,0.01,4168.7217,Cliente_96,42,Regular,Alta
1597,1598,1105,Teléfono,6,818.1,Norte,2024-07-12 00:28:17.179889,Tarjeta,0.25,3681.45,Cliente_105,26,Regular,Alta
1598,1599,1164,Teléfono,5,1654.17,Norte,2024-10-21 00:28:17.179893,Tarjeta,0.16,6947.514,Cliente_164,47,Premium,Alta
1599,1600,1117,Monitor,3,462.99,Oeste,2025-06-10 00:28:17.179897,Efectivo,0.16,1166.7348,Cliente_117,50,Regular,Alta
1600,1601,1098,Laptop,6,1053.63,Norte,2025-03-17 00:28:17.179901,Efectivo,0.21,4994.2062000000005,Cliente_98,58,Regular,Alta
1601,1602,1066,Laptop,3,1614.13,Centro,2025-05-22 00:28:17.179905,Efectivo,0.26,3583.3686,Cliente_66,53,Premium,Alta
1602,1603,1079,Tablet,6,713.42,Sur,2024-10-10 00:28:17.179909,Transferencia,0.28,3081.9744,Cliente_79,27,Regular,Alta
1603,1604,1162,Laptop,4,1288.0,Oeste,2025-05-21 00:28:17.179913,Efectivo,0.16,4327.68,Cliente_162,49,Regular,Alta
1604,1605,1164,Monitor,2,498.81,Este,2025-06-05 00:28:17.179917,Tarjeta,0.05,947.739,Cliente_164,47,Premium,Media
1605,1606,1006,Impresora,8,227.47,Sur,2025-01-23 00:28:17.179920,Efectivo,0.26,1346.6224,Cliente_6,25,Premium,Alta
1606,1607,1039,Tablet,4,1590.82,Norte,2024-10-07 00:28:17.179924,Transferencia,0.01,6299.647199999999,Cliente_39,61,Regular,Alta
1607,1608,1170,Tablet,9,206.95,Norte,2025-01-11 00:28:17.179928,Tarjeta,0.24,1415.538,Cliente_170,60,Regular,Alta
1608,1609,1115,Teléfono,7,550.05,Este,2025-04-08 00:28:17.179932,Efectivo,0.2,3080.28,Cliente_115,52,Regular,Alta
1609,1610,1186,Teléfono,2,1711.67,Centro,2024-08-14 00:28:17.179936,Tarjeta,0.27,2499.0382,Cliente_186,61,Premium,Alta
1610,1611,1125,Laptop,4,699.47,Este,2025-02-07 00:28:17.179940,Tarjeta,0.27,2042.4524,Cliente_125,25,Premium,Alta
1611,1612,1012,Tablet,5,1946.36,Oeste,2024-06-30 00:28:17.179944,Efectivo,0.02,9537.164,Cliente_12,28,Premium,Alta
1612,1613,1131,USB,3,1959.67,Este,2024-11-28 00:28:17.179948,Efectivo,0.18,4820.788200000001,Cliente_131,41,Premium,Alta
1613,1614,1018,Teléfono,9,543.87,Norte,2024-10-25 00:28:17.179952,Transferencia,0.04,4699.0368,Cliente_18,39,Premium,Alta
1614,1615,1040,Monitor,5,91.55,Centro,2025-04-18 00:28:17.179956,Efectivo,0.02,448.595,Cliente_40,69,Regular,Alta
1615,1616,1021,USB,2,1413.08,Centro,2025-02-28 00:28:17.179960,Efectivo,0.13,2458.7592,Cliente_21,61,Premium,Alta
1616,1617,1143,Teléfono,3,907.46,Este,2024-12-04 00:28:17.179963,Efectivo,0.03,2640.7086,Cliente_143,31,Regular,Alta
1617,1618,1099,Mouse,9,210.5,Oeste,2024-10-17 00:28:17.179967,Tarjeta,0.22,1477.71,Cliente_99,46,Regular,Alta
1618,1619,1026,Mouse,7,1417.97,Norte,2024-09-19 00:28:17.179971,Transferencia,0.29,7047.3109,Cliente_26,50,Regular,Alta
1619,1620,1008,Teléfono,2,72.04,Sur,2025-03-04 00:28:17.179975,Tarjeta,0.17,119.5864,Cliente_8,56,Premium,Baja
1620,1621,1100,Tablet,9,1741.69,Centro,2024-07-28 00:28:17.179979,Efectivo,0.07,14577.9453,Cliente_100,32,Regular,Alta
1621,1622,1087,Impresora,4,285.92,Este,2024-11-02 00:28:17.179983,Transferencia,0.25,857.76,Cliente_87,40,Premium,Media
1622,1623,1042,Impresora,9,263.35,Oeste,2024-12-30 00:28:17.179987,Efectivo,0.26,1753.911,Cliente_42,54,Regular,Alta
1623,1624,1172,Tablet,2,359.59,Oeste,2025-02-01 00:28:17.179991,Tarjeta,0.22,560.9603999999999,Cliente_172,53,Regular,Media
1624,1625,1014,Teclado,4,1920.93,Norte,2025-05-23 00:28:17.179995,Tarjeta,0.18,6300.6504,Cliente_14,53,Regular,Alta
1625,1626,1078,Impresora,5,1389.41,Centro,2024-12-25 00:28:17.179999,Efectivo,0.26,5140.817,Cliente_78,51,Regular,Alta
1626,1627,1002,Mouse,2,1604.73,Norte,2025-04-18 00:28:17.180003,Transferencia,0.05,3048.987,Cliente_2,69,Regular,Alta
1627,1628,1119,Monitor,1,801.29,Sur,2025-06-20 00:28:17.180006,Tarjeta,0.28,576.9287999999999,Cliente_119,59,Regular,Media
1628,1629,1037,Tablet,7,679.26,Sur,2024-09-11 00:28:17.180010,Efectivo,0.28,3423.4704,Cliente_37,64,Regular,Alta
1629,1630,1069,Laptop,1,476.62,Sur,2024-09-28 00:28:17.180014,Efectivo,0.26,352.6988,Cliente_69,21,Regular,Alta
1630,1631,1166,Mouse,8,966.49,Oeste,2024-10-31 00:28:17.180018,Efectivo,0.08,7113.366400000001,Cliente_166,40,Regular,Alta
1631,1632,1041,Monitor,3,1108.14,Centro,2024-09-20 00:28:17.180022,Transferencia,0.26,2460.0708,Cliente_41,20,Regular,Alta
1632,1633,1062,Monitor,6,1267.23,Norte,2025-05-14 00:28:17.180026,Efectivo,0.15,6462.873,Cliente_62,64,Regular,Alta
1633,1634,1060,Tablet,7,521.67,Norte,2025-02-23 00:28:17.180030,Efectivo,0.18,2994.3858,Cliente_60,61,Regular,Alta
1634,1635,1125,Monitor,1,1897.82,Sur,2024-09-22 00:28:17.180034,Tarjeta,0.25,1423.365,Cliente_125,25,Premium,Alta
1635,1636,1111,Tablet,6,347.82,Centro,2024-11-05 00:28:17.180038,Efectivo,0.01,2066.0508,Cliente_111,28,Premium,Alta
1636,1637,1014,Impresora,7,1931.65,Centro,2024-08-24 00:28:17.180042,Transferencia,0.11,12034.179500000002,Cliente_14,53,Regular,Alta
1637,1638,1084,Teléfono,6,39.56,Este,2025-03-30 00:28:17.180046,Efectivo,0.24,180.3936,Cliente_84,32,Regular,Baja
1638,1639,1130,Mouse,4,967.44,Centro,2025-04-22 00:28:17.180049,Transferencia,0.24,2941.0176,Cliente_130,40,Regular,Alta
1639,1640,1070,Teclado,1,673.4,Centro,2024-12-14 00:28:17.180053,Efectivo,0.25,505.05,Cliente_70,19,Regular,Media
1640,1641,1145,Teléfono,9,903.76,Norte,2024-09-04 00:28:17.180057,Efectivo,0.05,7727.148,Cliente_145,18,Regular,Alta
1641,1642,1123,Mouse,4,1145.62,Centro,2025-05-24 00:28:17.180061,Efectivo,0.21,3620.1592,Cliente_123,24,Regular,Alta
1642,1643,1089,Tablet,7,876.82,Centro,2024-07-29 00:28:17.180065,Transferencia,0.04,5892.2304,Cliente_89,38,Premium,Alta
1643,1644,1028,Mouse,7,835.55,Norte,2025-01-29 00:28:17.180069,Tarjeta,0.24,4445.125999999999,Cliente_28,39,Regular,Alta
1644,1645,1066,Impresora,2,1468.12,Centro,2025-03-09 00:28:17.180073,Transferencia,0.07,2730.7031999999995,Cliente_66,53,Premium,Alta
1645,1646,1163,Tablet,1,1374.89,Norte,2024-06-30 00:28:17.180077,Tarjeta,0.22,1072.4142000000002,Cliente_163,21,Premium,Alta
1646,1647,1005,Teléfono,8,1668.21,Este,2025-03-06 00:28:17.180081,Transferencia,0.14,11477.2848,Cliente_5,60,Premium,Alta
1647,1648,1193,Laptop,8,507.42,Oeste,2024-09-21 00:28:17.180085,Efectivo,0.3,2841.552,Cliente_193,50,Premium,Alta
1648,1649,1168,Laptop,7,1222.96,Norte,2024-11-26 00:28:17.180089,Efectivo,0.17,7105.3976,Cliente_168,62,Regular,Alta
1649,1650,1184,USB,8,1174.54,Norte,2025-02-05 00:28:17.180093,Tarjeta,0.19,7611.019200000001,Cliente_184,45,Premium,Alta
1650,1651,1164,USB,3,745.78,Centro,2025-03-30 00:28:17.180097,Tarjeta,0.11,1991.2326,Cliente_164,47,Premium,Alta
1651,1652,1045,Mouse,2,977.25,Norte,2025-05-11 00:28:17.180101,Transferencia,0.22,1524.51,Cliente_45,38,Regular,Alta
1652,1653,1151,Laptop,7,634.43,Sur,2025-04-03 00:28:17.180104,Transferencia,0.15,3774.8585,Cliente_151,26,Regular,Alta
1653,1654,1047,Tablet,8,292.27,Sur,2025-04-21 00:28:17.180108,Tarjeta,0.01,2314.7784,Cliente_47,56,Premium,Alta
1654,1655,1031,Monitor,1,435.46,Este,2024-07-16 00:28:17.180112,Tarjeta,0.18,357.0772,Cliente_31,66,Premium,Alta
1655,1656,1139,Tablet,9,219.97,Norte,2024-08-07 00:28:17.180116,Transferencia,0.25,1484.7975,Cliente_139,18,Premium,Alta
1656,1657,1010,Monitor,4,1369.31,Centro,2025-04-30 00:28:17.180120,Tarjeta,0.07,5093.833199999999,Cliente_10,40,Regular,Alta
1657,1658,1195,Teléfono,4,1324.85,Centro,2025-04-11 00:28:17.180124,Tarjeta,0.07,4928.441999999999,Cliente_195,44,Regular,Alta
1658,1659,1118,Teclado,3,1901.71,Oeste,2025-02-15 00:28:17.180128,Tarjeta,0.18,4678.2066,Cliente_118,22,Regular,Alta
1659,1660,1014,Monitor,6,1462.06,Este,2024-10-11 00:28:17.180132,Tarjeta,0.25,6579.27,Cliente_14,53,Regular,Alta
1660,1661,1080,Laptop,1,113.57,Centro,2024-11-05 00:28:17.180136,Efectivo,0.07,105.6201,Cliente_80,53,Regular,Baja
1661,1662,1093,Tablet,6,1769.65,Oeste,2025-02-07 00:28:17.180139,Efectivo,0.28,7644.888000000001,Cliente_93,64,Regular,Alta
1662,1663,1010,Teléfono,2,1726.72,Centro,2024-07-08 00:28:17.180143,Tarjeta,0.28,2486.4768,Cliente_10,40,Regular,Alta
1663,1664,1076,Laptop,9,892.21,Oeste,2024-07-04 00:28:17.180147,Transferencia,0.06,7548.0966,Cliente_76,43,Regular,Alta
1664,1665,1094,Teléfono,2,1175.87,Sur,2025-03-04 00:28:17.180151,Efectivo,0.08,2163.6008,Cliente_94,41,Regular,Alta
1665,1666,1105,Teclado,7,1952.4,Sur,2024-08-20 00:28:17.180155,Transferencia,0.21,10796.772,Cliente_105,26,Regular,Alta
