id_venta,cliente_id,producto,cantidad,precio_unitario,region,fecha,metodo_pago,descuento,total
1401,1058,Laptop,9,1125.78,Sur,2024-09-26 00:28:17.179081,Transferencia,0.22,7902.975600000001
1402,1124,Impresora,6,199.16,Centro,2024-12-07 00:28:17.179085,Transferencia,0.15,1015.716
1403,1166,Laptop,8,408.93,Norte,2024-07-12 00:28:17.179088,Tarjeta,0.1,2944.2960000000003
1404,1015,Tablet,8,832.8,Norte,2024-07-22 00:28:17.179093,Tarjeta,0.04,6395.9039999999995
1405,1162,Monitor,3,420.34,Oeste,2025-01-29 00:28:17.179096,Transferencia,0.02,1235.7996
1406,1189,Laptop,7,1754.36,Norte,2025-04-24 00:28:17.179101,Tarjeta,0.01,12157.714799999998
1407,1163,Laptop,7,324.99,Centro,2025-02-24 00:28:17.179105,Transferencia,0.05,2161.1835
1408,1064,Impresora,6,916.77,Sur,2025-04-24 00:28:17.179109,Tarjeta,0.01,5445.6138
1409,1025,USB,7,1215.34,Sur,2024-08-19 00:28:17.179112,Efectivo,0.22,6635.756399999999
1410,1024,Teléfono,2,1386.81,Este,2025-05-29 00:28:17.179116,Efectivo,0.07,2579.4665999999997
1411,1012,USB,9,772.31,Sur,2025-03-01 00:28:17.179120,Transferencia,0.11,6186.203099999999
1412,1018,Impresora,1,1739.51,Oeste,2025-05-15 00:28:17.179124,Transferencia,0.25,1304.6325
1413,1015,USB,1,1140.96,Centro,2024-07-15 00:28:17.179128,Tarjeta,0.03,1106.7312
1414,1027,Impresora,3,884.62,Este,2025-02-28 00:28:17.179132,Transferencia,0.25,1990.395
1415,1072,Tablet,3,143.81,Oeste,2025-02-08 00:28:17.179136,Transferencia,0.19,349.4583
1416,1060,Mouse,1,934.73,Oeste,2024-09-20 00:28:17.179140,Tarjeta,0.1,841.2570000000001
1417,1174,Laptop,7,1643.26,Oeste,2024-08-29 00:28:17.179143,Transferencia,0.04,11042.707199999999
1418,1145,Impresora,4,1232.94,Norte,2025-06-03 00:28:17.179147,Transferencia,0.03,4783.8072
1419,1093,Impresora,2,1666.0,Oeste,2025-05-24 00:28:17.179151,Efectivo,0.1,2998.8
1420,1053,Teléfono,5,993.08,Norte,2024-10-20 00:28:17.179155,Efectivo,0.04,4766.784000000001
1421,1008,Impresora,6,245.74,Sur,2025-05-28 00:28:17.179159,Efectivo,0.08,1356.4848000000002
1422,1079,Teclado,9,37.14,Norte,2025-04-12 00:28:17.179163,Transferencia,0.02,327.5748
1423,1027,Mouse,4,613.41,Oeste,2025-03-19 00:28:17.179174,Tarjeta,0.18,2011.9848
1424,1174,Laptop,2,1399.0,Centro,2025-01-14 00:28:17.179178,Efectivo,0.04,2686.08
1425,1050,Laptop,5,1582.62,Centro,2024-07-13 00:28:17.179182,Transferencia,0.23,6093.0869999999995
1426,1199,Teléfono,3,598.55,Sur,2024-08-28 00:28:17.179186,Efectivo,0.07,1669.9544999999998
1427,1131,Tablet,2,996.35,Oeste,2024-08-29 00:28:17.179190,Tarjeta,0.24,1514.452
1428,1093,Laptop,1,848.03,Norte,2024-09-10 00:28:17.179194,Tarjeta,0.06,797.1482
1429,1192,Teclado,2,826.94,Centro,2024-11-24 00:28:17.179198,Tarjeta,0.22,1290.0264000000002
1430,1172,Laptop,6,470.38,Este,2025-04-09 00:28:17.179202,Tarjeta,0.1,2540.0519999999997
1431,1181,Teclado,8,281.38,Oeste,2025-02-01 00:28:17.179206,Tarjeta,0.17,1868.3631999999998
1432,1024,Mouse,3,401.41,Oeste,2025-05-21 00:28:17.179209,Tarjeta,0.01,1192.1877
1433,1060,Mouse,9,120.11,Este,2024-07-23 00:28:17.179213,Transferencia,0.15,918.8415
1434,1122,Monitor,9,404.28,Centro,2025-06-20 00:28:17.179217,Efectivo,0.04,3492.9791999999993
1435,1131,Monitor,2,28.31,Este,2024-07-31 00:28:17.179221,Tarjeta,0.15,48.126999999999995
1436,1148,Teclado,8,1258.24,Sur,2025-03-18 00:28:17.179225,Efectivo,0.04,9663.2832
1437,1046,Tablet,5,639.59,Norte,2024-11-19 00:28:17.179229,Efectivo,0.13,2782.2165
1438,1015,Laptop,4,1946.56,Norte,2025-05-27 00:28:17.179233,Transferencia,0.03,7552.6528
1439,1153,Impresora,5,395.5,Centro,2024-12-05 00:28:17.179237,Tarjeta,0.07,1839.0749999999998
1440,1199,Laptop,4,698.2,Este,2024-09-24 00:28:17.179241,Tarjeta,0.18,2290.0960000000005
1441,1017,Monitor,8,722.1,Oeste,2024-08-14 00:28:17.179245,Transferencia,0.29,4101.528
1442,1126,USB,4,26.82,Oeste,2025-02-17 00:28:17.179249,Transferencia,0.13,93.3336
1443,1084,Impresora,6,1680.02,Oeste,2024-12-04 00:28:17.179253,Transferencia,0.21,7963.2948
1444,1009,Teclado,2,73.67,Sur,2025-06-15 00:28:17.179256,Transferencia,0.16,123.76559999999999
1445,1166,Impresora,5,1880.96,Sur,2024-09-10 00:28:17.179260,Transferencia,0.15,7994.079999999999
1446,1176,USB,6,1785.23,Oeste,2025-03-28 00:28:17.179264,Efectivo,0.02,10497.1524
1447,1188,Laptop,5,1075.69,Centro,2024-08-10 00:28:17.179268,Transferencia,0.04,5163.312000000001
1448,1063,Laptop,2,1091.76,Sur,2025-06-05 00:28:17.179272,Tarjeta,0.26,1615.8048
1449,1117,Tablet,7,1311.02,Sur,2025-04-04 00:28:17.179276,Tarjeta,0.12,8075.883199999999
1450,1130,Teléfono,4,780.23,Norte,2025-03-09 00:28:17.179280,Transferencia,0.18,2559.1544000000004
1451,1088,Impresora,8,1297.97,Norte,2024-08-17 00:28:17.179283,Transferencia,0.16,8722.3584
1452,1072,Monitor,7,99.09,Centro,2024-11-06 00:28:17.179287,Transferencia,0.11,617.3307
1453,1139,USB,7,117.55,Sur,2025-03-04 00:28:17.179296,Transferencia,0.12,724.1080000000001
1454,1064,USB,9,919.89,Sur,2024-11-16 00:28:17.179300,Transferencia,0.17,6871.5783
1455,1072,USB,1,1103.75,Este,2025-02-21 00:28:17.179304,Tarjeta,0.04,1059.6
1456,1021,Monitor,6,1776.76,Centro,2024-10-23 00:28:17.179308,Efectivo,0.12,9381.2928
1457,1018,Teléfono,6,218.27,Centro,2024-12-28 00:28:17.179321,Transferencia,0.13,1139.3694
1458,1064,Laptop,6,1647.07,Este,2025-04-20 00:28:17.179325,Transferencia,0.3,6917.6939999999995
1459,1082,Tablet,6,427.99,Este,2025-06-21 00:28:17.179329,Transferencia,0.11,2285.4666
1460,1110,Tablet,7,794.23,Norte,2024-11-29 00:28:17.179333,Tarjeta,0.19,4503.284100000001
1461,1095,Monitor,6,640.04,Centro,2025-06-03 00:28:17.179337,Tarjeta,0.04,3686.6303999999996
1462,1166,Tablet,1,806.31,Centro,2024-09-04 00:28:17.179341,Efectivo,0.02,790.1837999999999
1463,1032,USB,3,309.49,Este,2025-06-09 00:28:17.179345,Efectivo,0.26,687.0678
1464,1011,Mouse,2,1012.1,Oeste,2024-07-16 00:28:17.179349,Efectivo,0.22,1578.876
1465,1045,Teléfono,6,1605.27,Oeste,2024-11-30 00:28:17.179353,Efectivo,0.1,8668.457999999999
1466,1033,Laptop,8,888.65,Norte,2024-12-04 00:28:17.179357,Tarjeta,0.15,6042.82
1467,1102,Mouse,3,986.32,Oeste,2025-02-24 00:28:17.179360,Efectivo,0.04,2840.6016
1468,1169,Teléfono,8,1699.05,Oeste,2025-02-07 00:28:17.179364,Transferencia,0.21,10737.996000000001
1469,1136,Teclado,8,1415.06,Oeste,2024-08-28 00:28:17.179368,Tarjeta,0.02,11094.070399999999
1470,1011,Impresora,5,986.0,Sur,2024-09-02 00:28:17.179372,Tarjeta,0.23,3796.1
1471,1179,Monitor,8,522.81,Norte,2025-05-30 00:28:17.179376,Tarjeta,0.16,3513.2831999999994
1472,1088,USB,6,1771.0,Este,2024-08-16 00:28:17.179380,Transferencia,0.08,9775.92
1473,1041,Tablet,5,1158.27,Oeste,2024-11-02 00:28:17.179384,Tarjeta,0.26,4285.599
1474,1145,Teclado,9,450.08,Sur,2025-02-23 00:28:17.179388,Transferencia,0.3,2835.504
1475,1076,Tablet,7,545.55,Oeste,2025-03-26 00:28:17.179392,Efectivo,0.08,3513.3419999999996
1476,1121,Mouse,8,1608.23,Sur,2024-08-08 00:28:17.179396,Tarjeta,0.24,9778.0384
1477,1046,Laptop,1,97.85,Norte,2024-12-06 00:28:17.179399,Transferencia,0.23,75.3445
1478,1160,Laptop,2,1984.26,Oeste,2024-12-26 00:28:17.179403,Tarjeta,0.22,3095.4456
1479,1080,Laptop,8,269.4,Sur,2024-07-14 00:28:17.179407,Efectivo,0.29,1530.1919999999998
1480,1054,USB,9,1594.18,Centro,2025-04-09 00:28:17.179411,Tarjeta,0.15,12195.477
1481,1086,Tablet,4,795.6,Centro,2025-02-07 00:28:17.179415,Efectivo,0.2,2545.92
1482,1092,Teclado,9,989.51,Sur,2025-02-06 00:28:17.179420,Tarjeta,0.25,6679.1925
1483,1148,Laptop,4,1762.49,Oeste,2025-06-14 00:28:17.179424,Transferencia,0.14,6062.9655999999995
1484,1161,Teclado,9,831.69,Oeste,2024-12-05 00:28:17.179427,Efectivo,0.14,6437.280600000001
1485,1168,Tablet,7,1079.61,Norte,2024-08-10 00:28:17.179431,Tarjeta,0.1,6801.543
1486,1160,USB,2,108.11,Norte,2024-07-13 00:28:17.179435,Efectivo,0.23,166.4894
1487,1097,Mouse,9,14.67,Este,2024-11-17 00:28:17.179439,Efectivo,0.21,104.3037
1488,1002,USB,4,497.15,Norte,2025-04-25 00:28:17.179443,Transferencia,0.14,1710.196
1489,1033,Teclado,8,1364.36,Oeste,2025-01-28 00:28:17.179447,Transferencia,0.13,9495.9456
1490,1158,USB,7,251.32,Este,2025-03-09 00:28:17.179451,Transferencia,0.02,1724.0552
1491,1161,USB,7,236.39,Norte,2025-05-17 00:28:17.179455,Transferencia,0.0,1654.73
1492,1077,Mouse,8,827.81,Sur,2025-02-10 00:28:17.179459,Efectivo,0.16,5562.883199999999
1493,1116,Tablet,1,1299.2,Centro,2024-11-15 00:28:17.179463,Efectivo,0.13,1130.304
1494,1154,Tablet,5,1427.02,Norte,2024-08-25 00:28:17.179467,Tarjeta,0.24,5422.676
1495,1150,Monitor,2,365.12,Norte,2025-02-11 00:28:17.179471,Tarjeta,0.16,613.4016
1496,1103,USB,2,168.38,Sur,2024-07-25 00:28:17.179474,Tarjeta,0.28,242.4672
1497,1194,Tablet,1,1881.39,Oeste,2025-05-02 00:28:17.179479,Transferencia,0.06,1768.5066
1498,1166,Tablet,5,528.73,Sur,2025-04-23 00:28:17.179482,Efectivo,0.3,1850.5549999999998
1499,1103,Teléfono,2,1708.16,Norte,2025-06-01 00:28:17.179486,Efectivo,0.09,3108.8512
1500,1090,Laptop,4,1728.35,Oeste,2025-05-11 00:28:17.179490,Tarjeta,0.19,5599.854
1501,1174,Monitor,3,1547.32,Este,2024-08-20 00:28:17.179494,Tarjeta,0.15,3945.6659999999997
1502,1122,Impresora,3,345.98,Norte,2025-05-09 00:28:17.179498,Efectivo,0.11,923.7666
1503,1143,Monitor,2,1645.38,Sur,2025-01-28 00:28:17.179502,Transferencia,0.04,3159.1296
1504,1106,Monitor,6,1540.81,Este,2024-11-20 00:28:17.179506,Tarjeta,0.04,8875.0656
1505,1119,Impresora,2,1197.48,Centro,2024-07-19 00:28:17.179509,Tarjeta,0.21,1892.0184000000002
1506,1172,Teléfono,8,681.03,Este,2025-05-08 00:28:17.179513,Efectivo,0.11,4848.9336
1507,1049,USB,8,532.39,Sur,2024-07-12 00:28:17.179517,Efectivo,0.29,3023.9752
1508,1104,Mouse,5,252.56,Este,2024-08-20 00:28:17.179521,Tarjeta,0.1,1136.52
1509,1061,Tablet,7,1024.42,Sur,2025-05-31 00:28:17.179525,Tarjeta,0.3,5019.658
1510,1195,Laptop,4,1174.67,Norte,2025-01-30 00:28:17.179529,Transferencia,0.06,4416.7592
1511,1123,Teclado,1,725.08,Oeste,2025-03-27 00:28:17.179533,Transferencia,0.03,703.3276000000001
1512,1134,USB,2,955.96,Centro,2025-01-01 00:28:17.179537,Transferencia,0.09,1739.8472000000002
1513,1009,Impresora,4,733.39,Oeste,2025-04-21 00:28:17.179541,Transferencia,0.27,2141.4988
1514,1006,Mouse,1,1285.6,Oeste,2025-02-25 00:28:17.179545,Tarjeta,0.16,1079.904
1515,1073,USB,8,1803.51,Oeste,2024-11-13 00:28:17.179548,Tarjeta,0.04,13850.9568
1516,1103,Impresora,9,336.2,Sur,2025-01-19 00:28:17.179552,Tarjeta,0.06,2844.2519999999995
1517,1160,Tablet,4,769.0,Sur,2024-12-28 00:28:17.179556,Transferencia,0.09,2799.1600000000003
1518,1041,Teléfono,3,290.33,Centro,2024-08-08 00:28:17.179560,Tarjeta,0.18,714.2118
1519,1114,USB,2,1253.64,Sur,2024-07-17 00:28:17.179569,Efectivo,0.1,2256.552
1520,1008,Impresora,5,1460.45,Sur,2025-04-29 00:28:17.179574,Transferencia,0.22,5695.755
1521,1072,Tablet,3,1864.51,Sur,2025-04-26 00:28:17.179578,Efectivo,0.18,4586.6946
1522,1178,Tablet,7,564.96,Sur,2024-11-16 00:28:17.179582,Transferencia,0.26,2926.4928
1523,1092,Teléfono,6,1900.92,Norte,2024-12-21 00:28:17.179586,Tarjeta,0.15,9694.692000000001
1524,1062,Monitor,1,135.89,Centro,2025-05-08 00:28:17.179590,Transferencia,0.1,122.30099999999999
1525,1084,USB,8,1210.0,Sur,2025-03-14 00:28:17.179593,Efectivo,0.3,6776.0
1526,1062,USB,2,123.69,Centro,2025-05-11 00:28:17.179597,Transferencia,0.11,220.1682
1527,1111,Monitor,5,1788.61,Este,2025-06-09 00:28:17.179601,Efectivo,0.13,7780.4535
1528,1127,Laptop,9,1064.32,Norte,2024-10-31 00:28:17.179605,Tarjeta,0.24,7279.948799999999
1529,1007,Laptop,8,1342.0,Sur,2024-06-28 00:28:17.179609,Efectivo,0.03,10413.92
1530,1084,Monitor,2,1664.83,Norte,2025-05-04 00:28:17.179613,Tarjeta,0.12,2930.1007999999997
1531,1132,Mouse,9,309.12,Norte,2024-08-19 00:28:17.179617,Efectivo,0.03,2698.6176
1532,1134,Teclado,5,86.8,Este,2025-05-21 00:28:17.179621,Tarjeta,0.04,416.64
1533,1058,Tablet,6,1758.97,Centro,2025-02-20 00:28:17.179625,Efectivo,0.0,10553.82
1534,1022,Teclado,3,636.72,Norte,2025-04-08 00:28:17.179628,Tarjeta,0.0,1910.16
1535,1154,Tablet,3,266.67,Oeste,2025-02-21 00:28:17.179632,Tarjeta,0.11,712.0089
1536,1127,Monitor,8,942.24,Este,2024-12-01 00:28:17.179636,Tarjeta,0.24,5728.8192
1537,1003,Laptop,2,1200.63,Oeste,2024-11-08 00:28:17.179640,Efectivo,0.18,1969.0332000000003
1538,1127,Mouse,2,71.63,Este,2025-04-15 00:28:17.179644,Efectivo,0.19,116.0406
1539,1041,Laptop,5,557.04,Oeste,2024-11-06 00:28:17.179648,Tarjeta,0.16,2339.5679999999998
1540,1188,Teclado,6,75.27,Oeste,2025-06-03 00:28:17.179652,Transferencia,0.25,338.71500000000003
1541,1106,Laptop,2,846.47,Norte,2025-03-08 00:28:17.179655,Tarjeta,0.26,1252.7756
1542,1014,Monitor,5,1791.25,Norte,2024-06-25 00:28:17.179659,Transferencia,0.25,6717.1875
1543,1012,Mouse,7,1965.48,Este,2024-10-26 00:28:17.179663,Tarjeta,0.24,10456.3536
1544,1087,Teclado,8,1277.72,Centro,2024-10-16 00:28:17.179667,Efectivo,0.05,9710.672
1545,1012,Mouse,7,331.66,Norte,2025-02-09 00:28:17.179671,Transferencia,0.18,1903.7284000000004
1546,1141,USB,8,1812.64,Norte,2025-03-26 00:28:17.179675,Efectivo,0.17,12035.9296
1547,1025,Tablet,9,1037.33,Sur,2025-04-06 00:28:17.179679,Transferencia,0.16,7842.214799999999
1548,1045,Laptop,5,315.96,Norte,2024-12-29 00:28:17.179682,Transferencia,0.14,1358.628
1549,1122,Mouse,5,1844.24,Centro,2024-08-30 00:28:17.179686,Transferencia,0.03,8944.564
1550,1147,Teléfono,4,1517.36,Sur,2024-08-20 00:28:17.179690,Transferencia,0.03,5887.3568
1551,1055,USB,9,1466.09,Oeste,2025-03-14 00:28:17.179694,Efectivo,0.27,9632.211299999999
1552,1100,Laptop,5,1421.27,Oeste,2024-06-28 00:28:17.179698,Transferencia,0.19,5756.143500000001
1553,1173,Tablet,2,408.68,Sur,2024-07-24 00:28:17.179702,Tarjeta,0.08,751.9712000000001
1554,1136,Mouse,8,429.9,Sur,2025-03-04 00:28:17.179706,Tarjeta,0.08,3164.064
1555,1119,Teclado,7,1379.7,Sur,2024-12-25 00:28:17.179710,Transferencia,0.18,7919.478
1556,1053,Tablet,8,447.25,Este,2025-03-12 00:28:17.179714,Efectivo,0.12,3148.64
1557,1183,Teléfono,3,882.96,Centro,2025-06-08 00:28:17.179718,Efectivo,0.13,2304.5256
1558,1032,Mouse,4,1566.18,Centro,2025-03-20 00:28:17.179722,Transferencia,0.02,6139.4256000000005
1559,1051,Impresora,5,1570.07,Oeste,2024-09-04 00:28:17.179726,Efectivo,0.04,7536.335999999999
1560,1044,Impresora,6,911.99,Oeste,2025-01-29 00:28:17.179729,Efectivo,0.12,4815.3072
1561,1082,Monitor,1,1586.46,Oeste,2024-08-26 00:28:17.179733,Efectivo,0.21,1253.3034
1562,1198,Laptop,4,1678.86,Norte,2025-06-22 00:28:17.179737,Transferencia,0.01,6648.285599999999
1563,1146,Teclado,5,1313.0,Oeste,2025-02-25 00:28:17.179741,Tarjeta,0.1,5908.5
1564,1150,Monitor,7,464.57,Sur,2024-07-16 00:28:17.179745,Tarjeta,0.21,2569.0721
1565,1037,Mouse,5,555.28,Oeste,2025-03-22 00:28:17.179749,Tarjeta,0.24,2110.064
1566,1096,Impresora,1,636.53,Sur,2024-12-15 00:28:17.179753,Tarjeta,0.06,598.3381999999999
1567,1056,Impresora,7,242.44,Este,2025-06-21 00:28:17.179757,Tarjeta,0.22,1323.7223999999999
1568,1105,Impresora,8,553.59,Norte,2025-03-05 00:28:17.179761,Efectivo,0.29,3144.3912
1569,1059,Mouse,7,426.94,Norte,2024-12-29 00:28:17.179765,Efectivo,0.27,2181.6634
1570,1131,Impresora,4,916.1,Centro,2024-10-10 00:28:17.179769,Efectivo,0.24,2784.944
1571,1156,Tablet,8,1817.79,Este,2024-06-28 00:28:17.179773,Transferencia,0.21,11488.4328
1572,1035,USB,5,217.92,Sur,2025-06-02 00:28:17.179777,Efectivo,0.07,1013.3279999999999
1573,1189,Mouse,9,1443.33,Este,2024-11-16 00:28:17.179780,Tarjeta,0.19,10521.8757
1574,1093,Teclado,5,1377.69,Norte,2025-01-02 00:28:17.179784,Efectivo,0.19,5579.644500000001
1575,1182,USB,1,200.55,Sur,2024-11-12 00:28:17.179788,Tarjeta,0.12,176.484
1576,1191,Monitor,9,1845.92,Este,2025-04-20 00:28:17.179792,Efectivo,0.15,14121.287999999999
1577,1097,Teclado,5,1141.26,Norte,2024-09-20 00:28:17.179796,Tarjeta,0.21,4507.977000000001
1578,1135,USB,6,733.81,Sur,2024-10-18 00:28:17.179800,Efectivo,0.29,3126.0305999999996
1579,1076,Teléfono,4,1515.51,Sur,2024-10-07 00:28:17.179804,Tarjeta,0.09,5516.4564
1580,1049,Impresora,6,522.16,Norte,2025-02-13 00:28:17.179808,Tarjeta,0.07,2913.6528
1581,1094,Teléfono,8,1390.08,Sur,2025-03-03 00:28:17.179812,Transferencia,0.18,9118.9248
1582,1159,Laptop,3,89.03,Norte,2024-09-11 00:28:17.179815,Efectivo,0.04,256.4064
1583,1186,Laptop,5,1680.42,Oeste,2024-09-10 00:28:17.179819,Tarjeta,0.17,6973.743
1584,1189,USB,2,901.86,Oeste,2024-11-25 00:28:17.179823,Efectivo,0.03,1749.6084
1585,1024,Teléfono,2,1277.02,Sur,2025-06-04 00:28:17.179827,Tarjeta,0.15,2170.9339999999997
1586,1148,Mouse,7,450.26,Sur,2024-11-21 00:28:17.179831,Transferencia,0.19,2552.9742
1587,1037,Teclado,6,1357.38,Norte,2024-08-18 00:28:17.179845,Transferencia,0.02,7981.3944
1588,1004,Teléfono,4,1546.76,Sur,2024-10-16 00:28:17.179850,Transferencia,0.06,5815.817599999999
1589,1108,Laptop,5,951.69,Centro,2024-09-26 00:28:17.179854,Transferencia,0.1,4282.6050000000005
1590,1126,Teléfono,1,1239.28,Oeste,2024-12-26 00:28:17.179858,Tarjeta,0.11,1102.9592
1591,1020,Mouse,7,918.09,Sur,2024-12-12 00:28:17.179862,Efectivo,0.2,5141.304
1592,1188,Teléfono,8,1789.24,Sur,2024-08-15 00:28:17.179866,Transferencia,0.16,12023.692799999999
1593,1152,Teclado,9,1000.76,Este,2025-04-06 00:28:17.179870,Transferencia,0.11,8016.0876
1594,1050,Monitor,8,1685.2,Sur,2024-12-26 00:28:17.179874,Transferencia,0.14,11594.176
1595,1177,Mouse,5,1604.69,Centro,2025-01-12 00:28:17.179878,Efectivo,0.0,8023.450000000001
1596,1179,Laptop,3,826.9,Oeste,2024-12-04 00:28:17.179882,Tarjeta,0.23,1910.139
1597,1096,Teclado,9,467.87,Este,2025-06-10 00:28:17.179885,Tarjeta,0.01,4168.7217
1598,1105,Teléfono,6,818.1,Norte,2024-07-12 00:28:17.179889,Tarjeta,0.25,3681.4500000000003
1599,1164,Teléfono,5,1654.17,Norte,2024-10-21 00:28:17.179893,Tarjeta,0.16,6947.514
1600,1117,Monitor,3,462.99,Oeste,2025-06-10 00:28:17.179897,Efectivo,0.16,1166.7348
1601,1098,Laptop,6,1053.63,Norte,2025-03-17 00:28:17.179901,Efectivo,0.21,4994.2062000000005
1602,1066,Laptop,3,1614.13,Centro,2025-05-22 00:28:17.179905,Efectivo,0.26,3583.3686000000002
1603,1079,Tablet,6,713.42,Sur,2024-10-10 00:28:17.179909,Transferencia,0.28,3081.9743999999996
1604,1162,Laptop,4,1288.0,Oeste,2025-05-21 00:28:17.179913,Efectivo,0.16,4327.68
1605,1164,Monitor,2,498.81,Este,2025-06-05 00:28:17.179917,Tarjeta,0.05,947.7389999999999
1606,1006,Impresora,8,227.47,Sur,2025-01-23 00:28:17.179920,Efectivo,0.26,1346.6224
1607,1039,Tablet,4,1590.82,Norte,2024-10-07 00:28:17.179924,Transferencia,0.01,6299.647199999999
1608,1170,Tablet,9,206.95,Norte,2025-01-11 00:28:17.179928,Tarjeta,0.24,1415.538
1609,1115,Teléfono,7,550.05,Este,2025-04-08 00:28:17.179932,Efectivo,0.2,3080.2799999999997
1610,1186,Teléfono,2,1711.67,Centro,2024-08-14 00:28:17.179936,Tarjeta,0.27,2499.0382
1611,1125,Laptop,4,699.47,Este,2025-02-07 00:28:17.179940,Tarjeta,0.27,2042.4524000000001
1612,1012,Tablet,5,1946.36,Oeste,2024-06-30 00:28:17.179944,Efectivo,0.02,9537.163999999999
1613,1131,USB,3,1959.67,Este,2024-11-28 00:28:17.179948,Efectivo,0.18,4820.788200000001
1614,1018,Teléfono,9,543.87,Norte,2024-10-25 00:28:17.179952,Transferencia,0.04,4699.0368
1615,1040,Monitor,5,91.55,Centro,2025-04-18 00:28:17.179956,Efectivo,0.02,448.59499999999997
1616,1021,USB,2,1413.08,Centro,2025-02-28 00:28:17.179960,Efectivo,0.13,2458.7592
1617,1143,Teléfono,3,907.46,Este,2024-12-04 00:28:17.179963,Efectivo,0.03,2640.7086
1618,1099,Mouse,9,210.5,Oeste,2024-10-17 00:28:17.179967,Tarjeta,0.22,1477.71
1619,1026,Mouse,7,1417.97,Norte,2024-09-19 00:28:17.179971,Transferencia,0.29,7047.3109
1620,1008,Teléfono,2,72.04,Sur,2025-03-04 00:28:17.179975,Tarjeta,0.17,119.5864
1621,1100,Tablet,9,1741.69,Centro,2024-07-28 00:28:17.179979,Efectivo,0.07,14577.9453
1622,1087,Impresora,4,285.92,Este,2024-11-02 00:28:17.179983,Transferencia,0.25,857.76
1623,1042,Impresora,9,263.35,Oeste,2024-12-30 00:28:17.179987,Efectivo,0.26,1753.911
1624,1172,Tablet,2,359.59,Oeste,2025-02-01 00:28:17.179991,Tarjeta,0.22,560.9603999999999
1625,1014,Teclado,4,1920.93,Norte,2025-05-23 00:28:17.179995,Tarjeta,0.18,6300.6504
1626,1078,Impresora,5,1389.41,Centro,2024-12-25 00:28:17.179999,Efectivo,0.26,5140.817
1627,1002,Mouse,2,1604.73,Norte,2025-04-18 00:28:17.180003,Transferencia,0.05,3048.987
1628,1119,Monitor,1,801.29,Sur,2025-06-20 00:28:17.180006,Tarjeta,0.28,576.9287999999999
1629,1037,Tablet,7,679.26,Sur,2024-09-11 00:28:17.180010,Efectivo,0.28,3423.4703999999997
1630,1069,Laptop,1,476.62,Sur,2024-09-28 00:28:17.180014,Efectivo,0.26,352.6988
1631,1166,Mouse,8,966.49,Oeste,2024-10-31 00:28:17.180018,Efectivo,0.08,7113.366400000001
1632,1041,Monitor,3,1108.14,Centro,2024-09-20 00:28:17.180022,Transferencia,0.26,2460.0708
1633,1062,Monitor,6,1267.23,Norte,2025-05-14 00:28:17.180026,Efectivo,0.15,6462.873
1634,1060,Tablet,7,521.67,Norte,2025-02-23 00:28:17.180030,Efectivo,0.18,2994.3858
1635,1125,Monitor,1,1897.82,Sur,2024-09-22 00:28:17.180034,Tarjeta,0.25,1423.365
1636,1111,Tablet,6,347.82,Centro,2024-11-05 00:28:17.180038,Efectivo,0.01,2066.0508
1637,1014,Impresora,7,1931.65,Centro,2024-08-24 00:28:17.180042,Transferencia,0.11,12034.179500000002
1638,1084,Teléfono,6,39.56,Este,2025-03-30 00:28:17.180046,Efectivo,0.24,180.39360000000002
1639,1130,Mouse,4,967.44,Centro,2025-04-22 00:28:17.180049,Transferencia,0.24,2941.0176
1640,1070,Teclado,1,673.4,Centro,2024-12-14 00:28:17.180053,Efectivo,0.25,505.04999999999995
1641,1145,Teléfono,9,903.76,Norte,2024-09-04 00:28:17.180057,Efectivo,0.05,7727.148
1642,1123,Mouse,4,1145.62,Centro,2025-05-24 00:28:17.180061,Efectivo,0.21,3620.1591999999996
1643,1089,Tablet,7,876.82,Centro,2024-07-29 00:28:17.180065,Transferencia,0.04,5892.2304
1644,1028,Mouse,7,835.55,Norte,2025-01-29 00:28:17.180069,Tarjeta,0.24,4445.125999999999
1645,1066,Impresora,2,1468.12,Centro,2025-03-09 00:28:17.180073,Transferencia,0.07,2730.7031999999995
1646,1163,Tablet,1,1374.89,Norte,2024-06-30 00:28:17.180077,Tarjeta,0.22,1072.4142000000002
1647,1005,Teléfono,8,1668.21,Este,2025-03-06 00:28:17.180081,Transferencia,0.14,11477.2848
1648,1193,Laptop,8,507.42,Oeste,2024-09-21 00:28:17.180085,Efectivo,0.3,2841.552
1649,1168,Laptop,7,1222.96,Norte,2024-11-26 00:28:17.180089,Efectivo,0.17,7105.3976
1650,1184,USB,8,1174.54,Norte,2025-02-05 00:28:17.180093,Tarjeta,0.19,7611.019200000001
1651,1164,USB,3,745.78,Centro,2025-03-30 00:28:17.180097,Tarjeta,0.11,1991.2326
1652,1045,Mouse,2,977.25,Norte,2025-05-11 00:28:17.180101,Transferencia,0.22,1524.51
1653,1151,Laptop,7,634.43,Sur,2025-04-03 00:28:17.180104,Transferencia,0.15,3774.8584999999994
1654,1047,Tablet,8,292.27,Sur,2025-04-21 00:28:17.180108,Tarjeta,0.01,2314.7783999999997
1655,1031,Monitor,1,435.46,Este,2024-07-16 00:28:17.180112,Tarjeta,0.18,357.0772
1656,1139,Tablet,9,219.97,Norte,2024-08-07 00:28:17.180116,Transferencia,0.25,1484.7975000000001
