campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id
779,SEO,2025-02-17,,1646.02,529,19,6,238.0
780,Google Ads,2025-02-18,2025-02-27,4283.92,622,8,5,346.0
781,Email,2025-02-19,2025-02-28,672.92,507,195,6,247.0
782,Google Ads,2025-02-20,2025-03-01,4557.93,1524,-1,3,329.0
783,SEO,2025-02-21,2025-03-02,2576.65,414,-1,4,473.0
784,SEO,2025-02-22,2025-03-03,3367.41,908,113,2,179.0
785,Redes Sociales,2025-02-23,2025-03-04,3467.09,1748,141,1,164.0
786,Email,2025-02-24,2025-03-05,4528.03,400,158,2,187.0
787,Google Ads,2025-02-25,2025-03-06,3365.01,1728,136,4,187.0
788,SEO,2025-02-26,2025-03-07,3262.7,1473,20,1,303.0
789,SEO,2025-02-27,2025-03-08,799.93,302,147,4,481.0
790,Google Ads,2025-02-28,2025-03-09,2832.84,830,103,2,575.0
791,Redes Sociales,2025-03-01,2025-03-10,1175.76,1954,125,3,
792,SEO,2025-03-02,2025-03-11,3818.45,852,56,2,
793,Email,2025-03-03,2025-03-12,2805.0,1061,73,2,313.0
794,SEO,2025-03-04,2025-03-13,3561.03,508,9,2,173.0
795,Email,2025-03-05,2025-03-14,687.53,1772,24,5,160.0
796,Google Ads,2025-03-06,,881.56,966,83,4,
797,Email,2025-03-07,2025-03-16,3723.46,548,150,4,318.0
798,Google Ads,2025-03-08,2025-03-17,824.38,999,115,6,111.0
799,Email,2025-03-09,2025-03-18,820.66,1999,6,4,514.0
800,Google Ads,2025-03-10,2025-03-19,554.49,557,97,6,131.0
801,Email,2025-03-11,2025-03-20,4804.26,1377,17,5,259.0
802,Redes Sociales,2025-03-12,2025-03-21,3818.79,550,8,3,336.0
803,Email,2025-03-13,2025-03-22,2089.63,852,174,6,280.0
804,Email,2025-03-14,2025-03-23,1834.41,647,113,2,
805,Redes Sociales,2025-03-15,2025-03-24,2073.66,215,-1,3,440.0
806,SEO,2025-03-16,2025-03-25,3985.94,1488,193,5,557.0
807,SEO,2025-03-17,2025-03-26,3476.17,511,99,4,179.0
808,Email,2025-03-18,2025-03-27,1333.38,969,109,6,572.0
809,Redes Sociales,2025-03-19,2025-03-28,1283.49,163,12,2,211.0
810,Email,2025-03-20,2025-03-29,942.78,1506,71,1,391.0
811,Google Ads,2025-03-21,2025-03-30,3471.36,1041,195,1,482.0
812,Google Ads,2025-03-22,2025-03-31,3939.68,1429,114,3,116.0
813,Email,2025-03-23,2025-04-01,1692.71,1768,13,4,592.0
814,SEO,2025-03-24,2025-04-02,594.25,256,121,1,430.0
815,SEO,2025-03-25,2025-04-03,869.77,1841,15,3,585.0
816,Email,2025-03-26,2025-04-04,4855.37,1308,103,5,505.0
817,Email,2025-03-27,2025-04-05,1829.5,1515,46,3,216.0
818,Google Ads,2025-03-28,2025-04-06,3961.5,1428,145,3,
819,SEO,2025-03-29,2025-04-07,3310.99,564,168,3,214.0
820,Email,2025-03-30,2025-04-08,2218.73,1281,124,2,
821,Google Ads,2025-03-31,2025-04-09,1425.59,758,145,3,
822,SEO,2025-04-01,2025-04-10,1046.24,1926,16,6,435.0
823,Redes Sociales,2025-04-02,2025-04-11,3267.56,1198,41,3,435.0
824,Google Ads,2025-04-03,2025-04-12,3985.85,187,78,2,246.0
825,SEO,2025-04-04,2025-04-13,3397.57,388,77,2,221.0
826,SEO,2025-04-05,2025-04-14,2886.36,586,56,5,180.0
827,Google Ads,2025-04-06,2025-04-15,688.78,117,134,4,474.0
828,Redes Sociales,2025-04-07,2025-04-16,4858.2,1646,60,1,
829,Google Ads,2025-04-08,2025-04-17,4094.21,1614,-1,1,162.0
830,SEO,2025-04-09,2025-04-18,1817.7,432,27,3,
831,Email,2025-04-10,2025-04-19,4909.87,68,-1,5,548.0
832,Email,2025-04-11,2025-04-20,3208.47,732,44,3,527.0
833,Google Ads,2025-04-12,,3120.9,1523,68,1,526.0
834,SEO,2025-04-13,2025-04-22,3866.33,123,89,2,520.0
835,Email,2025-04-14,2025-04-23,4152.96,622,155,4,421.0
836,SEO,2025-04-15,2025-04-24,3454.15,988,161,5,265.0
837,Google Ads,2025-04-16,2025-04-25,1076.43,1738,183,2,
838,Email,2025-04-17,2025-04-26,2022.2,1349,93,4,560.0
839,SEO,2025-04-18,,4676.38,1121,35,5,558.0
840,Email,2025-04-19,2025-04-28,1510.77,260,182,5,288.0
841,Google Ads,2025-04-20,2025-04-29,2174.75,904,24,1,563.0
842,SEO,2025-04-21,2025-04-30,2444.35,1993,187,2,478.0
843,Email,2025-04-22,2025-05-01,2477.32,700,134,5,101.0
844,Google Ads,2025-04-23,2025-05-02,3258.23,1695,157,6,463.0
845,Email,2025-04-24,2025-05-03,4743.84,1043,17,5,171.0
846,Email,2025-04-25,2025-05-04,1583.12,744,126,4,526.0
847,Redes Sociales,2025-04-26,2025-05-05,1046.76,589,107,1,269.0
848,Redes Sociales,2025-04-27,2025-05-06,1388.62,1782,-1,3,304.0
849,Google Ads,2025-04-28,2025-05-07,4491.16,1264,123,1,436.0
850,Redes Sociales,2025-04-29,2025-05-08,3406.15,1388,74,3,571.0
851,Google Ads,2025-04-30,2025-05-09,1786.58,950,199,2,294.0
852,Redes Sociales,2025-05-01,2025-05-10,4171.76,1636,190,2,374.0
853,Email,2025-05-02,2025-05-11,4376.16,1734,103,5,106.0
854,Google Ads,2025-05-03,2025-05-12,4309.31,829,86,6,
855,Google Ads,2025-05-04,2025-05-13,4635.17,1635,79,2,
856,Email,2025-05-05,2025-05-14,1635.08,1973,122,5,
857,Google Ads,2025-05-06,2025-05-15,3897.69,1831,-1,1,277.0
858,Google Ads,2025-05-07,2025-05-16,2572.43,1186,196,2,341.0
859,Redes Sociales,2025-05-08,2025-05-17,4288.99,219,73,1,302.0
860,Google Ads,2025-05-09,2025-05-18,3778.21,1541,63,1,
861,SEO,2025-05-10,2025-05-19,3994.01,1751,192,6,561.0
862,Email,2025-05-11,2025-05-20,3452.73,1994,130,2,179.0
863,Redes Sociales,2025-05-12,2025-05-21,1298.43,1087,-1,1,
864,Redes Sociales,2025-05-13,2025-05-22,2952.62,1788,66,6,516.0
865,SEO,2025-05-14,2025-05-23,4931.01,337,148,6,483.0
866,Email,2025-05-15,2025-05-24,4718.25,1980,132,2,490.0
867,Email,2025-05-16,,694.28,238,-1,6,225.0
868,Redes Sociales,2025-05-17,2025-05-26,1241.67,963,72,2,593.0
869,Google Ads,2025-05-18,2025-05-27,1092.78,1228,19,2,146.0
870,Redes Sociales,2025-05-19,2025-05-28,3766.91,1640,187,3,575.0
871,Email,2025-05-20,2025-05-29,4180.03,743,39,1,563.0
872,SEO,2025-05-21,2025-05-30,1460.8,1795,187,4,222.0
873,Redes Sociales,2025-05-22,2025-05-31,2776.34,937,18,2,573.0
874,Email,2025-05-23,2025-06-01,4283.16,520,181,1,233.0
875,Redes Sociales,2025-05-24,2025-06-02,3797.61,1148,106,6,
876,Google Ads,2025-05-25,2025-06-03,2940.07,326,104,5,122.0
877,Redes Sociales,2025-05-26,2025-06-04,3156.56,989,11,2,
878,Redes Sociales,2025-05-27,2025-06-05,2787.62,1718,34,6,334.0
879,Email,2025-05-28,2025-06-06,1838.97,1416,53,6,158.0
880,Email,2025-05-29,2025-06-07,3042.6,1498,148,6,263.0
881,Email,2025-05-30,2025-06-08,3599.98,620,115,6,315.0
882,Redes Sociales,2025-05-31,2025-06-09,4429.95,1584,183,6,282.0
883,Google Ads,2025-06-01,2025-06-10,3363.31,906,-1,2,
884,SEO,2025-06-02,2025-06-11,3925.05,1050,84,4,189.0
885,SEO,2025-06-03,2025-06-12,1220.32,1255,87,3,410.0
886,Email,2025-06-04,2025-06-13,2577.01,507,46,6,
887,Email,2025-06-05,2025-06-14,541.99,967,21,6,356.0
888,Redes Sociales,2025-06-06,2025-06-15,1610.05,1924,195,3,
889,SEO,2025-06-07,2025-06-16,3769.08,882,177,2,
890,Email,2025-06-08,2025-06-17,4963.14,1137,11,1,151.0
891,Google Ads,2025-06-09,2025-06-18,946.3,888,159,5,437.0
892,Google Ads,2025-06-10,2025-06-19,2306.72,1333,-1,5,270.0
893,Email,2025-06-11,2025-06-20,4100.32,242,38,1,166.0
894,Email,2025-06-12,2025-06-21,1418.16,1728,40,2,399.0
895,SEO,2025-06-13,2025-06-22,2997.88,665,157,5,331.0
896,SEO,2025-06-14,2025-06-23,3798.82,455,10,3,167.0
897,Redes Sociales,2025-06-15,,3271.93,1799,-1,1,
898,SEO,2025-06-16,2025-06-25,1346.11,1827,150,4,127.0
899,Google Ads,2025-06-17,2025-06-26,2099.23,992,-1,2,150.0
900,Google Ads,2025-06-18,2025-06-27,4027.06,770,33,1,359.0
901,Email,2025-06-19,2025-06-28,2994.02,142,130,5,
902,SEO,2025-06-20,2025-06-29,523.53,479,157,2,
903,Redes Sociales,2025-06-21,2025-06-30,3924.46,703,187,3,283.0
904,Google Ads,2025-06-22,2025-07-01,658.9,1507,85,2,122.0
905,Google Ads,2025-06-23,2025-07-02,3855.8,1477,178,2,228.0
906,Redes Sociales,2025-06-24,2025-07-03,1411.16,483,156,3,390.0
907,Redes Sociales,2025-06-25,2025-07-04,4811.33,1185,79,6,
908,Google Ads,2025-06-26,2025-07-05,2155.73,424,30,3,285.0
909,Google Ads,2025-06-27,2025-07-06,1971.19,1132,131,2,578.0
910,Redes Sociales,2025-06-28,2025-07-07,1170.0,1116,119,3,
911,Google Ads,2025-06-29,2025-07-08,1875.22,256,-1,6,591.0
912,Email,2025-06-30,2025-07-09,4444.93,829,32,1,
913,Email,2025-07-01,2025-07-10,4983.5,1369,135,3,166.0
914,Redes Sociales,2025-07-02,2025-07-11,2157.39,1191,79,3,566.0
915,SEO,2025-07-03,2025-07-12,2518.75,581,-1,2,384.0
916,Redes Sociales,2025-07-04,2025-07-13,3749.32,1295,193,1,516.0
917,Redes Sociales,2025-07-05,2025-07-14,4487.88,215,82,4,199.0
918,SEO,2025-07-06,2025-07-15,3168.7,692,183,4,288.0
919,SEO,2025-07-07,2025-07-16,2261.87,1229,94,5,487.0
920,SEO,2025-07-08,2025-07-17,2356.8,1257,180,3,340.0
921,Email,2025-07-09,,3630.28,139,25,3,516.0
922,Google Ads,2025-07-10,2025-07-19,514.48,1167,58,1,275.0
923,Email,2025-07-11,2025-07-20,3288.15,62,188,6,486.0
924,Google Ads,2025-07-12,2025-07-21,2099.72,1022,-1,4,570.0
925,Email,2025-07-13,2025-07-22,4073.89,1907,63,5,332.0
926,Google Ads,2025-07-14,2025-07-23,918.46,854,76,1,551.0
927,Email,2025-07-15,2025-07-24,3146.91,994,183,3,376.0
928,SEO,2025-07-16,2025-07-25,2664.38,791,24,4,328.0
929,Redes Sociales,2025-07-17,2025-07-26,3390.46,1907,116,5,270.0
930,Email,2025-07-18,2025-07-27,791.84,1877,63,2,312.0
931,Google Ads,2025-07-19,2025-07-28,3109.93,1511,75,4,381.0
932,SEO,2025-07-20,2025-07-29,3026.68,1611,141,5,140.0
933,Email,2025-07-21,2025-07-30,3022.97,1660,113,1,221.0
934,Email,2025-07-22,2025-07-31,3215.69,925,133,2,326.0
935,SEO,2025-07-23,2025-08-01,3544.11,1884,161,5,393.0
936,Email,2025-07-24,2025-08-02,4122.45,1223,-1,5,
937,Redes Sociales,2025-07-25,2025-08-03,1714.19,709,60,3,366.0
938,Email,2025-07-26,2025-08-04,4212.72,1081,39,6,
939,Redes Sociales,2025-07-27,2025-08-05,2742.15,1102,127,4,550.0
940,Redes Sociales,2025-07-28,2025-08-06,846.76,345,-1,3,548.0
941,SEO,2025-07-29,2025-08-07,763.48,1035,108,2,160.0
942,Email,2025-07-30,2025-08-08,2004.07,975,11,6,
943,SEO,2025-07-31,2025-08-09,4032.04,1794,-1,5,246.0
944,Email,2025-08-01,2025-08-10,3684.56,689,5,3,433.0
945,Email,2025-08-02,2025-08-11,4048.77,389,-1,6,241.0
946,Google Ads,2025-08-03,2025-08-12,2827.71,677,91,4,143.0
947,Email,2025-08-04,2025-08-13,2480.9,488,-1,2,243.0
948,SEO,2025-08-05,2025-08-14,1163.54,1217,127,1,432.0
949,Redes Sociales,2025-08-06,2025-08-15,1976.87,991,79,3,596.0
950,Email,2025-08-07,2025-08-16,2453.09,879,46,2,495.0
951,Google Ads,2025-08-08,2025-08-17,898.7,1820,121,1,154.0
952,SEO,2025-08-09,2025-08-18,1492.75,568,165,3,406.0
953,Email,2025-08-10,2025-08-19,3192.01,1025,182,2,522.0
954,SEO,2025-08-11,2025-08-20,3810.48,1118,67,2,516.0
955,Google Ads,2025-08-12,2025-08-21,4992.56,1004,169,6,424.0
956,Google Ads,2025-08-13,2025-08-22,4699.01,1312,191,3,179.0
957,SEO,2025-08-14,2025-08-23,3391.54,1001,131,2,130.0
958,Email,2025-08-15,2025-08-24,2395.62,993,180,5,211.0
959,Redes Sociales,2025-08-16,2025-08-25,3362.8,204,-1,3,
960,Google Ads,2025-08-17,2025-08-26,4035.43,1254,52,2,
961,Email,2025-08-18,2025-08-27,1032.51,1288,7,6,571.0
962,Email,2025-08-19,2025-08-28,2344.57,137,120,1,173.0
963,Redes Sociales,2025-08-20,2025-08-29,4279.11,1329,179,1,
964,Google Ads,2025-08-21,2025-08-30,2227.25,1584,194,5,578.0
965,Google Ads,2025-08-22,2025-08-31,3073.43,1146,103,3,
966,Email,2025-08-23,2025-09-01,3144.96,980,120,6,486.0
967,Email,2025-08-24,2025-09-02,1330.14,228,18,2,
968,Redes Sociales,2025-08-25,2025-09-03,2130.06,261,195,2,532.0
969,Redes Sociales,2025-08-26,2025-09-04,2005.3,1878,116,1,511.0
970,Google Ads,2025-08-27,2025-09-05,617.89,1307,-1,6,566.0
971,SEO,2025-08-28,2025-09-06,608.86,514,163,5,
972,Google Ads,2025-08-29,2025-09-07,4242.64,1824,99,1,347.0
973,Email,2025-08-30,2025-09-08,1728.82,1296,21,1,
974,Google Ads,2025-08-31,2025-09-09,2831.35,680,128,5,219.0
975,SEO,2025-09-01,2025-09-10,1844.27,874,28,3,166.0
976,Redes Sociales,2025-09-02,2025-09-11,4733.06,1337,120,2,
977,SEO,2025-09-03,2025-09-12,1666.84,1280,155,3,426.0
978,SEO,2025-09-04,2025-09-13,2433.46,656,86,6,569.0
979,SEO,2025-09-05,2025-09-14,4427.29,934,54,4,592.0
980,Redes Sociales,2025-09-06,2025-09-15,4288.7,1807,83,4,385.0
981,SEO,2025-09-07,2025-09-16,1337.46,415,83,4,411.0
982,SEO,2025-09-08,2025-09-17,4111.89,325,74,5,408.0
983,SEO,2025-09-09,2025-09-18,2561.84,429,31,1,196.0
984,Email,2025-09-10,2025-09-19,2673.36,1816,19,3,212.0
985,SEO,2025-09-11,2025-09-20,1100.66,1382,54,2,555.0
986,Redes Sociales,2025-09-12,2025-09-21,862.71,1704,40,4,562.0
987,SEO,2025-09-13,2025-09-22,3775.73,1341,12,3,231.0
988,SEO,2025-09-14,2025-09-23,2734.08,994,-1,4,220.0
989,Redes Sociales,2025-09-15,2025-09-24,2465.83,1858,-1,4,296.0
990,SEO,2025-09-16,2025-09-25,3782.79,1137,194,2,581.0
991,Redes Sociales,2025-09-17,2025-09-26,3944.81,859,51,6,138.0
992,SEO,2025-09-18,2025-09-27,1215.09,1423,109,6,
993,Redes Sociales,2025-09-19,2025-09-28,3246.01,974,102,6,
994,SEO,2025-09-20,2025-09-29,1109.09,1988,100,5,573.0
995,SEO,2025-09-21,2025-09-30,3881.19,543,193,1,260.0
996,Email,2025-09-22,2025-10-01,3456.3,1596,-1,5,388.0
997,Email,2025-09-23,2025-10-02,4804.77,1171,120,3,299.0
998,SEO,2025-09-24,2025-10-03,810.31,1144,17,5,
999,SEO,2025-09-25,2025-10-04,756.75,413,5,3,
1000,Google Ads,2025-09-26,2025-10-05,1769.84,619,38,3,347.0
1001,Redes Sociales,2025-09-27,2025-10-06,1677.68,1875,194,1,482.0
1002,Google Ads,2025-09-28,2025-10-07,1611.4,812,83,2,317.0
1003,Email,2025-09-29,2025-10-08,4578.15,325,82,1,186.0
1004,Email,2025-09-30,2025-10-09,1622.96,99,125,6,181.0
1005,Email,2025-10-01,2025-10-10,1723.77,1431,97,6,161.0
1006,Email,2025-10-02,2025-10-11,3917.29,777,102,5,599.0
1007,SEO,2025-10-03,2025-10-12,2523.83,955,86,3,141.0
1008,Email,2025-10-04,2025-10-13,3995.2,977,163,4,111.0
1009,SEO,2025-10-05,2025-10-14,794.15,613,196,4,214.0
1010,SEO,2025-10-06,2025-10-15,2694.07,832,157,3,317.0
1011,Email,2025-10-07,2025-10-16,651.26,534,42,1,205.0
1012,Email,2025-10-08,2025-10-17,781.94,1157,18,2,
1013,Redes Sociales,2025-10-09,2025-10-18,4578.97,1972,-1,1,571.0
1014,Google Ads,2025-10-10,2025-10-19,1126.6,1878,95,3,486.0
1015,Email,2025-10-11,2025-10-20,2895.89,1711,58,3,325.0
1016,Redes Sociales,2025-10-12,2025-10-21,2349.93,1881,134,2,580.0
1017,Redes Sociales,2025-10-13,2025-10-22,2063.04,633,105,5,507.0
1018,Google Ads,2025-10-14,2025-10-23,4549.25,1369,93,5,556.0
1019,SEO,2025-10-15,2025-10-24,598.21,285,60,2,120.0
1020,Email,2025-10-16,2025-10-25,3487.05,105,98,5,302.0
1021,Google Ads,2025-10-17,2025-10-26,4835.27,1992,97,4,516.0
1022,Email,2025-10-18,2025-10-27,3020.76,409,88,5,515.0
1023,Redes Sociales,2025-10-19,2025-10-28,4715.7,1980,89,5,547.0
1024,Redes Sociales,2025-10-20,2025-10-29,735.16,159,193,5,
1025,SEO,2025-10-21,2025-10-30,2384.57,241,26,4,184.0
1026,Redes Sociales,2025-10-22,2025-10-31,1670.71,953,-1,5,266.0
1027,Redes Sociales,2025-10-23,2025-11-01,3788.69,1166,20,6,483.0
1028,Google Ads,2025-10-24,2025-11-02,4915.84,911,54,4,567.0
1029,Email,2025-10-25,2025-11-03,1654.39,617,126,2,171.0
1030,Email,2025-10-26,2025-11-04,3443.79,1133,132,1,
1031,Google Ads,2025-10-27,2025-11-05,1391.44,699,117,2,572.0
1032,SEO,2025-10-28,2025-11-06,3043.99,88,175,1,357.0
1033,Email,2025-10-29,2025-11-07,2587.7,1613,21,2,374.0
1034,Redes Sociales,2025-10-30,2025-11-08,4874.02,1122,84,6,119.0
1035,Email,2025-10-31,2025-11-09,3238.37,1493,190,1,589.0
1036,Redes Sociales,2025-11-01,2025-11-10,2072.78,686,134,1,589.0
1037,SEO,2025-11-02,2025-11-11,1013.43,1086,136,3,425.0
1038,Google Ads,2025-11-03,2025-11-12,1180.61,85,89,1,
1039,Email,2025-11-04,2025-11-13,1513.93,150,171,1,188.0
1040,Google Ads,2025-11-05,2025-11-14,1629.35,1867,98,3,585.0
1041,Email,2025-11-06,2025-11-15,4327.77,1159,138,5,449.0
1042,Redes Sociales,2025-11-07,2025-11-16,3025.5,1589,85,5,183.0
1043,Google Ads,2025-11-08,2025-11-17,2855.26,1296,73,3,486.0
1044,Email,2025-11-09,2025-11-18,1016.46,1411,73,4,186.0
1045,Redes Sociales,2025-11-10,2025-11-19,4370.63,215,152,1,406.0
1046,Google Ads,2025-11-11,2025-11-20,3752.66,432,196,1,253.0
1047,Google Ads,2025-11-12,2025-11-21,804.51,1929,20,3,539.0
1048,Email,2025-11-13,2025-11-22,3685.26,1968,55,3,363.0
1049,Email,2025-11-14,2025-11-23,2945.92,1449,-1,4,520.0
1050,Email,2025-11-15,2025-11-24,867.76,1544,169,6,592.0
1051,Redes Sociales,2025-11-16,2025-11-25,2562.35,839,174,5,510.0
1052,Email,2025-11-17,2025-11-26,2681.13,1715,189,2,272.0
1053,Google Ads,2025-11-18,2025-11-27,1245.99,80,70,6,103.0
1054,Google Ads,2025-11-19,2025-11-28,4755.64,1448,13,5,571.0
1055,Email,2025-11-20,2025-11-29,4324.89,60,111,1,209.0
1056,Email,2025-11-21,2025-11-30,3510.6,1375,104,6,136.0
1057,SEO,2025-11-22,2025-12-01,2580.33,145,90,3,
1058,Google Ads,2025-11-23,2025-12-02,2352.94,1263,68,4,130.0
1059,Redes Sociales,2025-11-24,2025-12-03,3429.38,502,-1,5,480.0
1060,SEO,2025-11-25,2025-12-04,2954.44,241,166,4,367.0
1061,Email,2025-11-26,2025-12-05,780.23,535,187,5,110.0
1062,Email,2025-11-27,2025-12-06,2806.26,1339,161,6,443.0
1063,Google Ads,2025-11-28,2025-12-07,4128.82,1497,170,1,
1064,Email,2025-11-29,2025-12-08,2566.58,1201,114,2,
1065,Redes Sociales,2025-11-30,2025-12-09,733.8,287,101,4,265.0
1066,Google Ads,2025-12-01,2025-12-10,4038.25,1993,22,4,441.0
1067,Email,2025-12-02,2025-12-11,1406.14,1428,75,2,581.0
1068,Google Ads,2025-12-03,2025-12-12,1663.79,1185,197,4,118.0
1069,Email,2025-12-04,2025-12-13,1241.18,1901,131,4,283.0
1070,Email,2025-12-05,2025-12-14,1985.97,1519,101,5,
1071,Email,2025-12-06,2025-12-15,3905.38,1416,5,5,109.0
1072,Redes Sociales,2025-12-07,2025-12-16,2837.24,1218,136,2,
1073,Redes Sociales,2025-12-08,2025-12-17,1421.97,1138,8,1,291.0
1074,Google Ads,2025-12-09,2025-12-18,4450.24,1320,129,6,419.0
1075,Email,2025-12-10,2025-12-19,4458.12,784,86,6,
1076,Email,2025-12-11,2025-12-20,4417.6,1040,31,4,574.0
1077,Redes Sociales,2025-12-12,2025-12-21,1574.58,1563,175,1,526.0
1078,Email,2025-12-13,2025-12-22,2530.58,874,-1,2,158.0
1079,Redes Sociales,2025-12-14,2025-12-23,4932.45,1512,36,2,535.0
1080,Email,2025-12-15,2025-12-24,3974.06,155,165,5,196.0
1081,Google Ads,2025-12-16,2025-12-25,622.25,230,32,4,595.0
1082,Email,2025-12-17,2025-12-26,793.42,233,110,3,377.0
1083,Email,2025-12-18,2025-12-27,2587.69,275,109,2,364.0
1084,SEO,2025-12-19,2025-12-28,4591.49,826,-1,4,108.0
1085,Redes Sociales,2025-12-20,2025-12-29,2924.16,839,192,1,556.0
1086,Email,2025-12-21,2025-12-30,2740.16,1982,74,5,372.0
1087,Email,2025-12-22,2025-12-31,974.63,1162,66,6,107.0
1088,SEO,2025-12-23,2026-01-01,3455.51,737,38,1,307.0
1089,SEO,2025-12-24,2026-01-02,4199.46,579,91,2,222.0
1090,Redes Sociales,2025-12-25,2026-01-03,2211.89,1444,118,2,132.0
1091,SEO,2025-12-26,2026-01-04,3990.25,1021,110,1,
1092,Google Ads,2025-12-27,2026-01-05,4840.14,985,60,2,303.0
1093,SEO,2025-12-28,2026-01-06,1416.95,1986,117,4,
1094,Google Ads,2025-12-29,2026-01-07,2854.98,1472,17,2,
1095,Redes Sociales,2025-12-30,2026-01-08,1792.12,155,188,5,542.0
1096,Redes Sociales,2025-12-31,2026-01-09,4067.84,1344,22,4,
1097,Redes Sociales,2026-01-01,2026-01-10,3099.17,880,186,3,438.0
1098,Redes Sociales,2026-01-02,2026-01-11,3355.62,1576,117,2,537.0
1099,Redes Sociales,2026-01-03,2026-01-12,4090.61,728,-1,2,544.0
1100,Google Ads,2026-01-04,2026-01-13,2281.87,1598,43,5,235.0
1101,Google Ads,2026-01-05,2026-01-14,4617.91,898,193,5,486.0
1102,Redes Sociales,2026-01-06,2026-01-15,2898.63,1105,174,6,124.0
1103,SEO,2026-01-07,2026-01-16,1210.8,442,83,1,
1104,Email,2026-01-08,2026-01-17,3631.55,89,150,1,424.0
1105,Redes Sociales,2026-01-09,2026-01-18,4069.68,709,155,1,437.0
1106,SEO,2026-01-10,2026-01-19,1925.43,1291,186,5,194.0
1107,Email,2026-01-11,2026-01-20,4357.31,1804,34,1,
1108,Redes Sociales,2026-01-12,2026-01-21,4577.64,1030,102,1,245.0
1109,Redes Sociales,2026-01-13,2026-01-22,1746.07,1155,62,3,330.0
1110,Google Ads,2026-01-14,2026-01-23,4925.85,894,71,1,594.0
1111,Email,2026-01-15,2026-01-24,1133.2,1793,75,2,137.0
1112,Email,2026-01-16,2026-01-25,1409.07,250,150,6,524.0
1113,SEO,2026-01-17,2026-01-26,1329.01,496,110,5,536.0
1114,Google Ads,2026-01-18,2026-01-27,4522.95,1917,11,4,467.0
1115,Google Ads,2026-01-19,2026-01-28,3444.32,1501,44,6,444.0
1116,Google Ads,2026-01-20,2026-01-29,1184.47,1111,74,3,259.0
1117,Google Ads,2026-01-21,2026-01-30,2481.46,1284,-1,5,
1118,Email,2026-01-22,2026-01-31,3268.84,493,72,5,
1119,Email,2026-01-23,2026-02-01,875.59,1400,53,2,243.0
1120,Redes Sociales,2026-01-24,,4470.87,810,56,6,
1121,Redes Sociales,2026-01-25,2026-02-03,4116.22,276,118,6,
1122,Google Ads,2026-01-26,2026-02-04,2773.43,97,111,1,444.0
1123,Google Ads,2026-01-27,2026-02-05,4852.07,1091,33,2,368.0
1124,Google Ads,2026-01-28,2026-02-06,2379.92,961,153,1,367.0
1125,Redes Sociales,2026-01-29,2026-02-07,4928.5,1512,82,1,268.0
1126,SEO,2026-01-30,2026-02-08,3505.64,1880,13,5,132.0
1127,SEO,2026-01-31,2026-02-09,3356.02,1781,179,6,476.0
1128,Redes Sociales,2026-02-01,2026-02-10,1246.8,236,80,1,313.0
1129,Redes Sociales,2026-02-02,2026-02-11,4468.67,394,46,3,
1130,Redes Sociales,2026-02-03,2026-02-12,2423.7,273,183,3,539.0
1131,Redes Sociales,2026-02-04,2026-02-13,1230.05,879,188,6,591.0
1132,Redes Sociales,2026-02-05,,556.73,537,183,3,492.0
1133,Redes Sociales,2026-02-06,2026-02-15,3018.9,1982,132,5,588.0
1134,Google Ads,2026-02-07,2026-02-16,2873.3,926,24,2,128.0
1135,Google Ads,2026-02-08,,3737.09,898,159,4,138.0
1136,Google Ads,2026-02-09,2026-02-18,4506.16,1302,170,1,272.0
1137,Google Ads,2026-02-10,2026-02-19,857.33,1463,76,4,116.0
1138,Redes Sociales,2026-02-11,2026-02-20,3791.73,1028,-1,2,155.0
1139,SEO,2026-02-12,2026-02-21,1343.35,1662,186,2,325.0
1140,Email,2026-02-13,2026-02-22,4361.8,1066,117,5,
1141,Redes Sociales,2026-02-14,2026-02-23,4185.79,237,28,3,166.0
1142,Email,2026-02-15,2026-02-24,2933.57,1931,132,3,296.0
1143,SEO,2026-02-16,2026-02-25,3696.09,319,179,2,122.0
1144,Google Ads,2026-02-17,2026-02-26,1914.58,1680,87,5,336.0
1145,SEO,2026-02-18,,2620.26,359,67,5,
1146,Redes Sociales,2026-02-19,2026-02-28,4197.37,1205,189,6,237.0
1147,Google Ads,2026-02-20,2026-03-01,2566.69,1624,-1,1,572.0
1148,Redes Sociales,2026-02-21,2026-03-02,2110.09,1145,64,3,
1149,Google Ads,2026-02-22,2026-03-03,2723.96,1866,103,2,328.0
1150,Email,2026-02-23,,4227.12,894,66,6,416.0
1151,Email,2026-02-24,2026-03-05,2008.44,1745,34,4,
1152,Email,2026-02-25,2026-03-06,1281.93,1260,26,3,
1153,SEO,2026-02-26,2026-03-07,3704.06,535,130,1,300.0
1154,Redes Sociales,2026-02-27,2026-03-08,4216.9,1264,161,5,357.0
1155,SEO,2026-02-28,,952.87,1495,173,2,579.0
1156,Email,2026-03-01,2026-03-10,1579.43,169,46,3,277.0
1157,Redes Sociales,2026-03-02,2026-03-11,1138.87,269,102,4,222.0
1158,Email,2026-03-03,2026-03-12,2065.74,102,197,1,441.0
1159,SEO,2026-03-04,2026-03-13,2526.58,1807,35,1,270.0
1160,SEO,2026-03-05,2026-03-14,3869.72,1524,162,6,158.0
1161,SEO,2026-03-06,2026-03-15,3430.16,1485,116,3,564.0
1162,Email,2026-03-07,2026-03-16,3294.18,1716,150,4,359.0
