campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id,canal,costo_por_click,equipo_responsable,edad,genero,pais,segmento,fecha_registro
560,Redes Sociales,2024-07-13,2024-07-22,4550.1,567,138,1,546.0,Email,0.1,Equipo A,,,,,
561,SEO,2024-07-14,2024-07-23,2090.4,765,175,2,208.0,Facebook Ads,0.5,Equipo B,43.0,M,Chile,Básico,2022-01-08
562,Google Ads,2024-07-15,2024-07-24,1565.92,800,29,3,416.0,,,,,,,,
563,Google Ads,2024-07-16,2024-07-25,4012.36,234,-1,4,267.0,Instagram Ads,500.0,Equipo C,33.0,M,Chile,Básico,2022-05-25
564,Google Ads,2024-07-17,2024-07-26,1736.63,1945,194,3,534.0,,,,,,,,
565,SEO,2024-07-18,2024-07-27,4201.76,341,145,5,541.0,,,,61.0,F,Chile,Premium,2023-07-19
566,Redes Sociales,2024-07-19,2024-07-28,2406.82,1408,47,3,317.0,,,,54.0,M,Chile,Premium,2023-07-28
567,Redes Sociales,2024-07-20,2024-07-29,3503.97,781,82,5,321.0,,,,49.0,F,México,Premium,2022-12-17
572,Google Ads,2024-07-25,2024-08-03,1256.06,131,67,1,565.0,Email,0.1,Equipo A,,,,,
574,Redes Sociales,2024-07-27,2024-08-05,4382.59,382,96,2,129.0,Facebook Ads,0.5,Equipo B,64.0,F,Colombia,Básico,2023-09-23
575,Google Ads,2024-07-28,2024-08-06,1475.33,606,183,3,458.0,,,,45.0,M,Chile,Básico,2023-02-24
576,Redes Sociales,2024-07-29,2024-08-07,930.72,384,60,3,387.0,,,,55.0,F,España,Premium,2023-12-15
577,Email,2024-07-30,2024-08-08,606.37,581,159,4,185.0,Instagram Ads,500.0,Equipo C,21.0,F,México,Premium,2022-07-02
578,Redes Sociales,2024-07-31,2024-08-09,3388.87,270,164,1,333.0,Email,0.1,Equipo A,,,,,
579,Redes Sociales,2024-08-01,2024-08-10,3231.92,684,115,2,412.0,Facebook Ads,0.5,Equipo B,45.0,M,México,Premium,2022-03-06
580,Redes Sociales,2024-08-02,2024-08-11,2960.14,1819,141,1,464.0,Email,0.1,Equipo A,,,,,
581,Redes Sociales,2024-08-03,2024-08-12,1543.76,1806,72,5,368.0,,,,21.0,M,Argentina,Básico,2023-07-29
582,Email,2024-08-04,2024-08-13,2259.08,372,50,2,230.0,Facebook Ads,0.5,Equipo B,25.0,F,Colombia,Básico,2023-03-04
583,SEO,2024-08-05,2024-08-14,3175.14,1924,71,1,450.0,Email,0.1,Equipo A,64.0,M,España,Básico,2022-08-07
584,Redes Sociales,2024-08-06,2024-08-15,2735.45,52,158,4,279.0,Instagram Ads,500.0,Equipo C,44.0,M,Argentina,Básico,2022-05-24
585,Redes Sociales,2024-08-07,2024-08-16,4945.03,1767,140,4,579.0,Instagram Ads,500.0,Equipo C,46.0,F,México,Premium,2022-06-01
586,Google Ads,2024-08-08,2024-08-17,1113.98,255,10,2,262.0,Facebook Ads,0.5,Equipo B,,,,,
589,SEO,2024-08-11,2024-08-20,2426.9,108,98,4,464.0,Instagram Ads,500.0,Equipo C,,,,,
590,Email,2024-08-12,2024-08-21,3729.19,1000,177,5,452.0,,,,47.0,M,Argentina,Premium,2023-03-30
591,Email,2024-08-13,2024-08-22,3615.96,623,-1,1,535.0,Email,0.1,Equipo A,28.0,M,México,Básico,2023-07-13
592,SEO,2024-08-14,2024-08-23,4960.65,693,29,4,182.0,Instagram Ads,500.0,Equipo C,24.0,F,España,Básico,2022-06-22
593,Email,2024-08-15,2024-08-24,1077.77,1580,152,3,324.0,,,,55.0,M,México,Premium,2022-11-05
594,SEO,2024-08-16,2024-08-25,968.49,1645,122,6,511.0,Influencers,1.2,Equipo D,51.0,F,Chile,Premium,2023-01-13
595,SEO,2024-08-17,2024-08-26,3759.52,1957,86,6,217.0,Influencers,1.2,Equipo D,,,,,
596,SEO,2024-08-18,2024-08-27,3102.74,892,115,4,581.0,Instagram Ads,500.0,Equipo C,,,,,
597,Email,2024-08-19,2024-08-28,1733.72,1195,86,1,291.0,Email,0.1,Equipo A,48.0,M,Chile,Premium,2023-07-10
600,Redes Sociales,2024-08-22,2024-08-31,4523.86,145,118,3,206.0,,,,39.0,M,España,Básico,2023-11-01
601,Email,2024-08-23,2024-09-01,1363.4,1932,179,1,481.0,Email,0.1,Equipo A,41.0,M,México,Premium,2022-05-21
602,SEO,2024-08-24,2024-09-02,1955.17,1487,-1,5,489.0,,,,24.0,M,España,Básico,2023-03-15
603,SEO,2024-08-25,2024-09-03,1519.95,1308,80,3,343.0,,,,,,,,
605,Google Ads,2024-08-27,2024-09-05,812.41,1135,-1,3,567.0,,,,20.0,F,España,Premium,2022-09-01
607,Google Ads,2024-08-29,2024-09-07,804.26,610,151,4,309.0,Instagram Ads,500.0,Equipo C,32.0,F,Chile,Premium,2022-05-17
608,SEO,2024-08-30,2024-09-08,4101.6,954,39,5,172.0,,,,26.0,M,Chile,Premium,2023-11-27
609,SEO,2024-08-31,2024-09-09,1551.7,397,57,5,408.0,,,,37.0,M,Argentina,Premium,2023-02-07
611,Email,2024-09-02,2024-09-11,4460.36,1197,-1,4,285.0,Instagram Ads,500.0,Equipo C,,,,,
612,Redes Sociales,2024-09-03,2024-09-12,3428.95,1555,122,4,352.0,Instagram Ads,500.0,Equipo C,51.0,F,México,Básico,2022-01-08
613,SEO,2024-09-04,2024-09-13,2898.31,366,49,4,112.0,Instagram Ads,500.0,Equipo C,69.0,M,Colombia,Premium,2023-12-13
614,Redes Sociales,2024-09-05,2024-09-14,1959.5,1577,176,4,398.0,Instagram Ads,500.0,Equipo C,42.0,M,Argentina,Básico,2022-09-22
615,Redes Sociales,2024-09-06,2024-09-15,1998.51,768,197,5,175.0,,,,,,,,
617,Email,2024-09-08,2024-09-17,4973.63,1482,175,2,248.0,Facebook Ads,0.5,Equipo B,32.0,M,España,Premium,2022-11-04
618,SEO,2024-09-09,2024-09-18,3478.28,1209,123,1,221.0,Email,0.1,Equipo A,35.0,F,Argentina,Básico,2023-12-24
619,Google Ads,2024-09-10,2024-09-19,3010.03,1274,155,2,310.0,Facebook Ads,0.5,Equipo B,47.0,M,Argentina,Básico,2023-12-01
620,Google Ads,2024-09-11,2024-09-20,3787.93,299,188,6,379.0,Influencers,1.2,Equipo D,25.0,M,Chile,Básico,2023-12-16
622,Redes Sociales,2024-09-13,2024-09-22,770.64,1942,-1,5,255.0,,,,60.0,M,México,Premium,2023-10-01
623,Google Ads,2024-09-14,2024-09-23,3030.34,1441,80,4,337.0,Instagram Ads,500.0,Equipo C,,,,,
624,Redes Sociales,2024-09-15,2024-09-24,4809.31,1502,187,4,475.0,Instagram Ads,500.0,Equipo C,40.0,F,México,Básico,2023-06-23
625,Email,2024-09-16,2024-09-25,1288.86,1903,96,5,181.0,,,,60.0,F,Colombia,Básico,2022-04-06
626,Redes Sociales,2024-09-17,2024-09-26,3605.02,856,192,6,591.0,Influencers,1.2,Equipo D,44.0,F,México,Premium,2022-07-03
627,Email,2024-09-18,2024-09-27,1404.2,1553,191,2,455.0,Facebook Ads,0.5,Equipo B,53.0,M,México,Premium,2022-11-29
628,Redes Sociales,2024-09-19,2024-09-28,2911.22,1387,37,5,372.0,,,,,,,,
632,SEO,2024-09-23,2024-10-02,2064.07,534,184,1,222.0,Email,0.1,Equipo A,30.0,F,Colombia,Premium,2023-05-12
633,Email,2024-09-24,2024-10-03,3492.1,1284,130,6,448.0,Influencers,1.2,Equipo D,62.0,F,Chile,Premium,2022-11-30
634,Email,2024-09-25,2024-10-04,4079.52,1777,181,1,429.0,Email,0.1,Equipo A,46.0,F,Chile,Premium,2023-04-16
635,Redes Sociales,2024-09-26,2024-10-05,4672.3,93,41,5,508.0,,,,50.0,M,España,Premium,2022-04-22
636,Redes Sociales,2024-09-27,2024-10-06,1555.89,1614,158,2,422.0,Facebook Ads,0.5,Equipo B,42.0,M,Colombia,Básico,2023-03-17
637,Email,2024-09-28,2024-10-07,2296.92,620,103,4,210.0,Instagram Ads,500.0,Equipo C,62.0,F,España,Básico,2022-12-05
638,Google Ads,2024-09-29,2024-10-08,1185.87,632,102,6,188.0,Influencers,1.2,Equipo D,59.0,F,México,Premium,2022-09-15
639,Redes Sociales,2024-09-30,2024-10-09,4966.18,1165,131,6,532.0,Influencers,1.2,Equipo D,62.0,M,México,Premium,2022-01-18
640,SEO,2024-10-01,2024-10-10,4671.5,1338,172,3,198.0,,,,24.0,F,Chile,Básico,2023-11-09
642,Redes Sociales,2024-10-03,2024-10-12,4289.15,269,42,3,245.0,,,,48.0,M,Chile,Básico,2022-03-21
643,SEO,2024-10-04,2024-10-13,2844.31,1975,81,2,356.0,Facebook Ads,0.5,Equipo B,23.0,M,México,Premium,2022-10-19
644,Email,2024-10-05,2024-10-14,3306.14,974,130,2,288.0,Facebook Ads,0.5,Equipo B,,,,,
645,SEO,2024-10-06,2024-10-15,901.06,1515,91,3,339.0,,,,60.0,M,Chile,Premium,2023-07-28
647,Email,2024-10-08,2024-10-17,1074.71,1473,154,2,370.0,Facebook Ads,0.5,Equipo B,,,,,
650,Email,2024-10-11,2024-10-20,3689.35,948,-1,3,213.0,,,,68.0,M,México,Premium,2023-07-02
651,Google Ads,2024-10-12,2024-10-21,662.72,1862,192,3,438.0,,,,,,,,
653,Google Ads,2024-10-14,2024-10-23,1684.01,907,50,2,458.0,Facebook Ads,0.5,Equipo B,45.0,M,Chile,Básico,2023-02-24
654,Email,2024-10-15,2024-10-24,2120.61,853,-1,4,433.0,Instagram Ads,500.0,Equipo C,,,,,
655,Redes Sociales,2024-10-16,2024-10-25,894.39,539,187,4,268.0,Instagram Ads,500.0,Equipo C,,,,,
656,Email,2024-10-17,2024-10-26,4716.31,1558,89,5,438.0,,,,,,,,
657,Google Ads,2024-10-18,2024-10-27,2992.11,1830,-1,6,360.0,Influencers,1.2,Equipo D,57.0,M,Colombia,Básico,2023-12-01
658,Google Ads,2024-10-19,2024-10-28,1874.86,1543,89,4,298.0,Instagram Ads,500.0,Equipo C,42.0,F,Chile,Premium,2022-11-11
659,SEO,2024-10-20,2024-10-29,2286.42,1647,157,3,310.0,,,,47.0,M,Argentina,Básico,2023-12-01
660,Redes Sociales,2024-10-21,2024-10-30,2512.41,987,-1,5,386.0,,,,,,,,
661,SEO,2024-10-22,2024-10-31,3202.67,893,138,1,571.0,Email,0.1,Equipo A,35.0,F,Chile,Premium,2023-01-28
662,Google Ads,2024-10-23,2024-11-01,2820.56,1755,155,2,581.0,Facebook Ads,0.5,Equipo B,,,,,
663,Email,2024-10-24,2024-11-02,4637.26,1518,-1,2,122.0,Facebook Ads,0.5,Equipo B,,,,,
665,Email,2024-10-26,2024-11-04,4964.71,316,91,3,208.0,,,,43.0,M,Chile,Básico,2022-01-08
666,Email,2024-10-27,2024-11-05,4331.41,103,175,1,395.0,Email,0.1,Equipo A,,,,,
667,Redes Sociales,2024-10-28,2024-11-06,1438.3,577,111,5,105.0,,,,45.0,F,México,Premium,2023-11-06
669,Email,2024-10-30,2024-11-08,1023.65,665,100,2,302.0,Facebook Ads,0.5,Equipo B,,,,,
670,Google Ads,2024-10-31,2024-11-09,4178.52,1132,162,1,424.0,Email,0.1,Equipo A,32.0,F,Argentina,Básico,2022-08-08
671,Email,2024-11-01,2024-11-10,2212.8,1898,81,1,343.0,Email,0.1,Equipo A,,,,,
672,Redes Sociales,2024-11-02,2024-11-11,4450.88,1113,150,1,426.0,Email,0.1,Equipo A,26.0,M,España,Premium,2023-01-29
673,Redes Sociales,2024-11-03,2024-11-12,4406.26,1310,91,4,146.0,Instagram Ads,500.0,Equipo C,,,,,
675,SEO,2024-11-05,2024-11-14,4055.14,435,61,2,112.0,Facebook Ads,0.5,Equipo B,69.0,M,Colombia,Premium,2023-12-13
676,Email,2024-11-06,2024-11-15,1871.06,1679,107,1,479.0,Email,0.1,Equipo A,,,,,
677,SEO,2024-11-07,2024-11-16,864.14,783,155,6,464.0,Influencers,1.2,Equipo D,,,,,
678,SEO,2024-11-08,2024-11-17,2313.41,765,95,1,441.0,Email,0.1,Equipo A,58.0,F,Colombia,Básico,2022-01-13
679,Redes Sociales,2024-11-09,2024-11-18,1280.86,699,49,5,320.0,,,,24.0,F,España,Básico,2022-08-27
680,Redes Sociales,2024-11-10,2024-11-19,3627.28,349,176,5,172.0,,,,26.0,M,Chile,Premium,2023-11-27
681,SEO,2024-11-11,2024-11-20,2057.45,444,92,2,145.0,Facebook Ads,0.5,Equipo B,,,,,
683,Google Ads,2024-11-13,2024-11-22,3384.37,1409,51,1,373.0,Email,0.1,Equipo A,18.0,F,Argentina,Premium,2023-08-05
686,Redes Sociales,2024-11-16,2024-11-25,4379.07,563,174,5,223.0,,,,22.0,F,México,Básico,2022-11-02
687,Redes Sociales,2024-11-17,2024-11-26,4652.41,1251,139,5,109.0,,,,,,,,
688,Email,2024-11-18,2024-11-27,2691.78,445,54,4,428.0,Instagram Ads,500.0,Equipo C,31.0,F,España,Básico,2023-02-13
689,Google Ads,2024-11-19,2024-11-28,3228.14,420,180,2,286.0,Facebook Ads,0.5,Equipo B,,,,,
691,Redes Sociales,2024-11-21,2024-11-30,1286.77,840,95,1,159.0,Email,0.1,Equipo A,36.0,F,Chile,Premium,2023-04-25
692,Redes Sociales,2024-11-22,2024-12-01,2761.55,707,138,1,541.0,Email,0.1,Equipo A,61.0,F,Chile,Premium,2023-07-19
693,Email,2024-11-23,2024-12-02,2293.98,1391,95,4,316.0,Instagram Ads,500.0,Equipo C,48.0,F,España,Básico,2022-02-21
694,SEO,2024-11-24,2024-12-03,1158.68,785,141,3,101.0,,,,68.0,F,Argentina,Básico,2022-12-15
696,SEO,2024-11-26,2024-12-05,806.78,433,61,3,455.0,,,,53.0,M,México,Premium,2022-11-29
697,Google Ads,2024-11-27,2024-12-06,616.15,111,35,3,264.0,,,,,,,,
698,Redes Sociales,2024-11-28,2024-12-07,1108.25,1879,25,2,190.0,Facebook Ads,0.5,Equipo B,,,,,
699,Redes Sociales,2024-11-29,2024-12-08,4834.02,554,-1,6,266.0,Influencers,1.2,Equipo D,,,,,
700,Google Ads,2024-11-30,2024-12-09,2972.88,288,44,2,306.0,Facebook Ads,0.5,Equipo B,,,,,
702,SEO,2024-12-02,2024-12-11,2446.24,727,49,5,164.0,,,,45.0,F,España,Premium,2023-01-16
704,SEO,2024-12-04,2024-12-13,2777.64,110,181,2,256.0,Facebook Ads,0.5,Equipo B,23.0,M,Chile,Básico,2023-11-12
705,Email,2024-12-05,2024-12-14,2477.8,1202,91,2,405.0,Facebook Ads,0.5,Equipo B,,,,,
706,Email,2024-12-06,2024-12-15,975.49,1039,152,4,494.0,Instagram Ads,500.0,Equipo C,,,,,
707,SEO,2024-12-07,2024-12-16,3383.72,734,105,2,173.0,Facebook Ads,0.5,Equipo B,,,,,
708,SEO,2024-12-08,2024-12-17,1472.17,205,121,1,286.0,Email,0.1,Equipo A,,,,,
710,SEO,2024-12-10,2024-12-19,3425.9,1451,149,6,436.0,Influencers,1.2,Equipo D,,,,,
712,Redes Sociales,2024-12-12,2024-12-21,776.07,1854,173,4,339.0,Instagram Ads,500.0,Equipo C,60.0,M,Chile,Premium,2023-07-28
714,SEO,2024-12-14,2024-12-23,2569.1,917,29,1,240.0,Email,0.1,Equipo A,51.0,M,Colombia,Premium,2023-08-07
715,SEO,2024-12-15,2024-12-24,761.74,952,62,4,364.0,Instagram Ads,500.0,Equipo C,24.0,M,Colombia,Premium,2023-09-14
716,SEO,2024-12-16,2024-12-25,4976.9,1863,45,4,238.0,Instagram Ads,500.0,Equipo C,,,,,
717,Google Ads,2024-12-17,2024-12-26,760.01,1659,138,5,558.0,,,,46.0,F,España,Básico,2022-03-25
718,SEO,2024-12-18,2024-12-27,3627.66,1048,79,4,169.0,Instagram Ads,500.0,Equipo C,66.0,M,Argentina,Básico,2023-02-09
719,SEO,2024-12-19,2024-12-28,4926.56,1510,42,2,484.0,Facebook Ads,0.5,Equipo B,52.0,F,Chile,Premium,2023-03-10
720,SEO,2024-12-20,2024-12-29,1576.31,1024,138,4,297.0,Instagram Ads,500.0,Equipo C,,,,,
721,Redes Sociales,2024-12-21,2024-12-30,1140.12,1280,-1,5,304.0,,,,59.0,F,Chile,Básico,2023-09-23
723,SEO,2024-12-23,2025-01-01,1864.74,1553,146,5,530.0,,,,55.0,M,Chile,Básico,2023-03-01
724,Email,2024-12-24,2025-01-02,954.71,1864,70,5,424.0,,,,32.0,F,Argentina,Básico,2022-08-08
725,Email,2024-12-25,2025-01-03,3614.73,936,172,1,541.0,Email,0.1,Equipo A,61.0,F,Chile,Premium,2023-07-19
727,Google Ads,2024-12-27,2025-01-05,2792.4,1413,121,1,325.0,Email,0.1,Equipo A,69.0,M,México,Básico,2023-08-30
728,Google Ads,2024-12-28,2025-01-06,4985.14,1942,103,6,163.0,Influencers,1.2,Equipo D,,,,,
730,SEO,2024-12-30,2025-01-08,3268.49,253,23,6,597.0,Influencers,1.2,Equipo D,22.0,F,Colombia,Premium,2023-06-07
731,Google Ads,2024-12-31,2025-01-09,1878.14,210,150,2,159.0,Facebook Ads,0.5,Equipo B,36.0,F,Chile,Premium,2023-04-25
732,Email,2025-01-01,2025-01-10,3307.53,1613,196,4,496.0,Instagram Ads,500.0,Equipo C,,,,,
733,Email,2025-01-02,2025-01-11,2871.69,441,120,5,356.0,,,,23.0,M,México,Premium,2022-10-19
735,Redes Sociales,2025-01-04,2025-01-13,1088.2,1750,92,2,338.0,Facebook Ads,0.5,Equipo B,18.0,F,Colombia,Premium,2022-01-23
736,Google Ads,2025-01-05,2025-01-14,4489.72,624,-1,1,137.0,Email,0.1,Equipo A,41.0,M,España,Premium,2023-04-01
737,SEO,2025-01-06,2025-01-15,2524.03,583,194,5,124.0,,,,41.0,F,España,Premium,2022-12-18
738,Email,2025-01-07,2025-01-16,1375.8,1143,-1,6,509.0,Influencers,1.2,Equipo D,,,,,
739,Email,2025-01-08,2025-01-17,2154.92,942,157,1,560.0,Email,0.1,Equipo A,,,,,
741,Google Ads,2025-01-10,2025-01-19,4223.92,657,181,2,516.0,Facebook Ads,0.5,Equipo B,22.0,F,Argentina,Básico,2022-07-04
742,Redes Sociales,2025-01-11,2025-01-20,3801.26,1748,130,6,456.0,Influencers,1.2,Equipo D,46.0,M,España,Básico,2022-11-06
743,Redes Sociales,2025-01-12,2025-01-21,3961.87,1664,93,3,482.0,,,,20.0,M,México,Básico,2022-09-13
744,Email,2025-01-13,2025-01-22,549.64,1590,148,6,257.0,Influencers,1.2,Equipo D,,,,,
746,Redes Sociales,2025-01-15,2025-01-24,2666.05,1193,-1,1,532.0,Email,0.1,Equipo A,62.0,M,México,Premium,2022-01-18
747,Google Ads,2025-01-16,2025-01-25,586.37,1887,29,3,147.0,,,,,,,,
748,Google Ads,2025-01-17,2025-01-26,1669.16,739,20,5,427.0,,,,,,,,
749,Email,2025-01-18,2025-01-27,3921.3,1761,-1,4,532.0,Instagram Ads,500.0,Equipo C,62.0,M,México,Premium,2022-01-18
750,Redes Sociales,2025-01-19,2025-01-28,1116.99,951,77,3,530.0,,,,55.0,M,Chile,Básico,2023-03-01
751,SEO,2025-01-20,2025-01-29,2908.9,1290,133,1,155.0,Email,0.1,Equipo A,,,,,
754,Redes Sociales,2025-01-23,2025-02-01,1585.41,1772,166,6,168.0,Influencers,1.2,Equipo D,,,,,
755,Redes Sociales,2025-01-24,2025-02-02,4891.43,1577,84,1,548.0,Email,0.1,Equipo A,65.0,F,España,Básico,2022-08-26
756,Redes Sociales,2025-01-25,2025-02-03,4106.92,1817,108,4,356.0,Instagram Ads,500.0,Equipo C,23.0,M,México,Premium,2022-10-19
757,Redes Sociales,2025-01-26,2025-02-04,4818.09,1840,-1,4,589.0,Instagram Ads,500.0,Equipo C,36.0,F,Chile,Básico,2022-03-08
758,Google Ads,2025-01-27,2025-02-05,2695.34,1998,150,2,148.0,Facebook Ads,0.5,Equipo B,62.0,F,Chile,Premium,2022-10-31
759,Email,2025-01-28,2025-02-06,993.81,504,38,2,415.0,Facebook Ads,0.5,Equipo B,69.0,M,Argentina,Premium,2022-07-02
760,Google Ads,2025-01-29,2025-02-07,2965.82,153,-1,5,512.0,,,,,,,,
761,SEO,2025-01-30,2025-02-08,2544.7,126,129,6,533.0,Influencers,1.2,Equipo D,69.0,M,España,Premium,2023-03-21
762,Redes Sociales,2025-01-31,2025-02-09,4299.61,279,49,5,101.0,,,,68.0,F,Argentina,Básico,2022-12-15
763,Email,2025-02-01,2025-02-10,941.37,1987,138,2,244.0,Facebook Ads,0.5,Equipo B,22.0,F,Colombia,Básico,2023-11-22
764,Redes Sociales,2025-02-02,2025-02-11,2697.09,1331,25,2,465.0,Facebook Ads,0.5,Equipo B,53.0,F,Colombia,Premium,2022-02-13
765,Email,2025-02-03,2025-02-12,1175.22,1337,126,4,519.0,Instagram Ads,500.0,Equipo C,57.0,M,México,Premium,2023-12-24
768,SEO,2025-02-06,2025-02-15,2642.08,942,109,1,543.0,Email,0.1,Equipo A,45.0,F,España,Básico,2022-05-13
769,SEO,2025-02-07,2025-02-16,2191.5,1841,52,2,533.0,Facebook Ads,0.5,Equipo B,69.0,M,España,Premium,2023-03-21
771,Email,2025-02-09,2025-02-18,2567.51,737,35,6,156.0,Influencers,1.2,Equipo D,19.0,M,Argentina,Básico,2023-08-10
773,Email,2025-02-11,2025-02-20,4514.38,1349,34,6,277.0,Influencers,1.2,Equipo D,69.0,F,Argentina,Premium,2022-01-23
774,SEO,2025-02-12,2025-02-21,4799.01,1725,22,3,392.0,,,,,,,,
775,Redes Sociales,2025-02-13,2025-02-22,4041.07,348,192,5,145.0,,,,,,,,
776,Email,2025-02-14,2025-02-23,1919.33,1006,92,3,269.0,,,,64.0,M,Colombia,Premium,2023-02-27
777,Email,2025-02-15,2025-02-24,3596.61,848,129,2,370.0,Facebook Ads,0.5,Equipo B,,,,,
778,SEO,2025-02-16,2025-02-25,2469.21,1164,77,1,516.0,Email,0.1,Equipo A,22.0,F,Argentina,Básico,2022-07-04
780,Google Ads,2025-02-18,2025-02-27,4283.92,622,8,5,346.0,,,,,,,,
781,Email,2025-02-19,2025-02-28,672.92,507,195,6,247.0,Influencers,1.2,Equipo D,32.0,M,México,Básico,2023-01-01
782,Google Ads,2025-02-20,2025-03-01,4557.93,1524,-1,3,329.0,,,,45.0,M,Argentina,Básico,2022-03-08
783,SEO,2025-02-21,2025-03-02,2576.65,414,-1,4,473.0,Instagram Ads,500.0,Equipo C,,,,,
784,SEO,2025-02-22,2025-03-03,3367.41,908,113,2,179.0,Facebook Ads,0.5,Equipo B,44.0,F,Argentina,Básico,2023-03-22
785,Redes Sociales,2025-02-23,2025-03-04,3467.09,1748,141,1,164.0,Email,0.1,Equipo A,45.0,F,España,Premium,2023-01-16
786,Email,2025-02-24,2025-03-05,4528.03,400,158,2,187.0,Facebook Ads,0.5,Equipo B,59.0,F,México,Básico,2022-10-16
787,Google Ads,2025-02-25,2025-03-06,3365.01,1728,136,4,187.0,Instagram Ads,500.0,Equipo C,59.0,F,México,Básico,2022-10-16
788,SEO,2025-02-26,2025-03-07,3262.7,1473,20,1,303.0,Email,0.1,Equipo A,,,,,
789,SEO,2025-02-27,2025-03-08,799.93,302,147,4,481.0,Instagram Ads,500.0,Equipo C,41.0,M,México,Premium,2022-05-21
790,Google Ads,2025-02-28,2025-03-09,2832.84,830,103,2,575.0,Facebook Ads,0.5,Equipo B,46.0,M,España,Básico,2022-06-02
793,Email,2025-03-03,2025-03-12,2805.0,1061,73,2,313.0,Facebook Ads,0.5,Equipo B,60.0,M,España,Básico,2022-05-11
794,SEO,2025-03-04,2025-03-13,3561.03,508,9,2,173.0,Facebook Ads,0.5,Equipo B,,,,,
795,Email,2025-03-05,2025-03-14,687.53,1772,24,5,160.0,,,,51.0,M,Chile,Básico,2022-01-09
797,Email,2025-03-07,2025-03-16,3723.46,548,150,4,318.0,Instagram Ads,500.0,Equipo C,30.0,F,México,Premium,2022-04-29
798,Google Ads,2025-03-08,2025-03-17,824.38,999,115,6,111.0,Influencers,1.2,Equipo D,38.0,F,Chile,Básico,2023-12-12
799,Email,2025-03-09,2025-03-18,820.66,1999,6,4,514.0,Instagram Ads,500.0,Equipo C,36.0,M,Chile,Básico,2022-02-25
800,Google Ads,2025-03-10,2025-03-19,554.49,557,97,6,131.0,Influencers,1.2,Equipo D,26.0,F,España,Básico,2022-03-15
801,Email,2025-03-11,2025-03-20,4804.26,1377,17,5,259.0,,,,19.0,F,España,Premium,2022-03-08
802,Redes Sociales,2025-03-12,2025-03-21,3818.79,550,8,3,336.0,,,,68.0,F,España,Premium,2023-02-06
803,Email,2025-03-13,2025-03-22,2089.63,852,174,6,280.0,Influencers,1.2,Equipo D,35.0,M,Argentina,Básico,2023-12-31
805,Redes Sociales,2025-03-15,2025-03-24,2073.66,215,-1,3,440.0,,,,,,,,
806,SEO,2025-03-16,2025-03-25,3985.94,1488,193,5,557.0,,,,43.0,M,México,Premium,2023-09-20
807,SEO,2025-03-17,2025-03-26,3476.17,511,99,4,179.0,Instagram Ads,500.0,Equipo C,44.0,F,Argentina,Básico,2023-03-22
808,Email,2025-03-18,2025-03-27,1333.38,969,109,6,572.0,Influencers,1.2,Equipo D,64.0,M,Colombia,Premium,2022-01-09
809,Redes Sociales,2025-03-19,2025-03-28,1283.49,163,12,2,211.0,Facebook Ads,0.5,Equipo B,31.0,M,México,Premium,2022-09-16
810,Email,2025-03-20,2025-03-29,942.78,1506,71,1,391.0,Email,0.1,Equipo A,67.0,F,Argentina,Básico,2023-09-14
811,Google Ads,2025-03-21,2025-03-30,3471.36,1041,195,1,482.0,Email,0.1,Equipo A,20.0,M,México,Básico,2022-09-13
812,Google Ads,2025-03-22,2025-03-31,3939.68,1429,114,3,116.0,,,,59.0,M,Colombia,Básico,2022-07-12
813,Email,2025-03-23,2025-04-01,1692.71,1768,13,4,592.0,Instagram Ads,500.0,Equipo C,62.0,M,Argentina,Premium,2022-02-04
814,SEO,2025-03-24,2025-04-02,594.25,256,121,1,430.0,Email,0.1,Equipo A,65.0,M,Chile,Básico,2022-12-13
815,SEO,2025-03-25,2025-04-03,869.77,1841,15,3,585.0,,,,42.0,M,Colombia,Premium,2023-07-05
816,Email,2025-03-26,2025-04-04,4855.37,1308,103,5,505.0,,,,,,,,
817,Email,2025-03-27,2025-04-05,1829.5,1515,46,3,216.0,,,,28.0,F,México,Premium,2023-07-08
819,SEO,2025-03-29,2025-04-07,3310.99,564,168,3,214.0,,,,43.0,M,México,Premium,2022-01-06
822,SEO,2025-04-01,2025-04-10,1046.24,1926,16,6,435.0,Influencers,1.2,Equipo D,65.0,F,Argentina,Básico,2022-05-31
823,Redes Sociales,2025-04-02,2025-04-11,3267.56,1198,41,3,435.0,,,,65.0,F,Argentina,Básico,2022-05-31
824,Google Ads,2025-04-03,2025-04-12,3985.85,187,78,2,246.0,Facebook Ads,0.5,Equipo B,54.0,F,México,Básico,2022-02-26
825,SEO,2025-04-04,2025-04-13,3397.57,388,77,2,221.0,Facebook Ads,0.5,Equipo B,35.0,F,Argentina,Básico,2023-12-24
826,SEO,2025-04-05,2025-04-14,2886.36,586,56,5,180.0,,,,48.0,M,Argentina,Premium,2022-03-15
827,Google Ads,2025-04-06,2025-04-15,688.78,117,134,4,474.0,Instagram Ads,500.0,Equipo C,59.0,F,Chile,Premium,2022-05-10
829,Google Ads,2025-04-08,2025-04-17,4094.21,1614,-1,1,162.0,Email,0.1,Equipo A,31.0,M,España,Premium,2023-01-14
831,Email,2025-04-10,2025-04-19,4909.87,68,-1,5,548.0,,,,65.0,F,España,Básico,2022-08-26
